itemid,datasource,genre,subgenre,orig_lang,split,10fold_split
The_Power_of_the_Powerless_CS_EN_batch_01_item_13,The_Power_of_the_Powerless_CS_EN_paragraph_41,novel,,Czech,train,6
The_Power_of_the_Powerless_CS_EN_batch_01_item_14,The_Power_of_the_Powerless_CS_EN_paragraph_41,novel,,Czech,train,4
The_Power_of_the_Powerless_CS_EN_batch_01_item_15,The_Power_of_the_Powerless_CS_EN_paragraph_41,novel,,Czech,train,3
The_Power_of_the_Powerless_CS_EN_batch_01_item_16,The_Power_of_the_Powerless_CS_EN_paragraph_45,novel,,Czech,train,4
The_Power_of_the_Powerless_CS_EN_batch_01_item_17,The_Power_of_the_Powerless_CS_EN_paragraph_45,novel,,Czech,train,5
The_Power_of_the_Powerless_CS_EN_batch_01_item_18,The_Power_of_the_Powerless_CS_EN_paragraph_53,novel,,Czech,train,0
The_Power_of_the_Powerless_CS_EN_batch_01_item_19,The_Power_of_the_Powerless_CS_EN_paragraph_53,novel,,Czech,train,6
The_Power_of_the_Powerless_CS_EN_batch_01_item_20,The_Power_of_the_Powerless_CS_EN_paragraph_53,novel,,Czech,train,4
The_Power_of_the_Powerless_CS_EN_batch_02_item_01,The_Power_of_the_Powerless_CS_EN_paragraph_57,novel,,Czech,train,2
The_Power_of_the_Powerless_CS_EN_batch_02_item_02,The_Power_of_the_Powerless_CS_EN_paragraph_57,novel,,Czech,train,7
The_Power_of_the_Powerless_CS_EN_batch_02_item_03,The_Power_of_the_Powerless_CS_EN_paragraph_57,novel,,Czech,train,4
The_Power_of_the_Powerless_CS_EN_batch_02_item_04,The_Power_of_the_Powerless_CS_EN_paragraph_70,novel,,Czech,train,3
The_Power_of_the_Powerless_CS_EN_batch_02_item_05,The_Power_of_the_Powerless_CS_EN_paragraph_70,novel,,Czech,train,2
The_Power_of_the_Powerless_CS_EN_batch_02_item_06,The_Power_of_the_Powerless_CS_EN_paragraph_70,novel,,Czech,train,1
The_Power_of_the_Powerless_CS_EN_batch_02_item_07,The_Power_of_the_Powerless_CS_EN_paragraph_76,novel,,Czech,train,3
The_Power_of_the_Powerless_CS_EN_batch_02_item_08,The_Power_of_the_Powerless_CS_EN_paragraph_76,novel,,Czech,train,9
The_Power_of_the_Powerless_CS_EN_batch_02_item_09,The_Power_of_the_Powerless_CS_EN_paragraph_76,novel,,Czech,test,5
The_Power_of_the_Powerless_CS_EN_batch_02_item_10,The_Power_of_the_Powerless_CS_EN_paragraph_76,novel,,Czech,dev,1
The_Power_of_the_Powerless_CS_EN_batch_02_item_11,The_Power_of_the_Powerless_CS_EN_paragraph_76,novel,,Czech,train,7
The_Power_of_the_Powerless_CS_EN_batch_02_item_12,The_Power_of_the_Powerless_CS_EN_paragraph_79,novel,,Czech,train,0
The_Power_of_the_Powerless_CS_EN_batch_02_item_13,The_Power_of_the_Powerless_CS_EN_paragraph_81,novel,,Czech,train,2
The_Power_of_the_Powerless_CS_EN_batch_02_item_14,The_Power_of_the_Powerless_CS_EN_paragraph_83,novel,,Czech,train,9
The_Power_of_the_Powerless_CS_EN_batch_02_item_15,The_Power_of_the_Powerless_CS_EN_paragraph_91,novel,,Czech,train,3
The_Power_of_the_Powerless_CS_EN_batch_02_item_16,The_Power_of_the_Powerless_CS_EN_paragraph_91,novel,,Czech,train,5
The_Power_of_the_Powerless_CS_EN_batch_02_item_17,The_Power_of_the_Powerless_CS_EN_paragraph_91,novel,,Czech,train,6
The_Power_of_the_Powerless_CS_EN_batch_02_item_18,The_Power_of_the_Powerless_CS_EN_paragraph_93,novel,,Czech,train,4
The_Power_of_the_Powerless_CS_EN_batch_02_item_19,The_Power_of_the_Powerless_CS_EN_paragraph_95,novel,,Czech,test,0
The_Power_of_the_Powerless_CS_EN_batch_02_item_20,The_Power_of_the_Powerless_CS_EN_paragraph_95,novel,,Czech,dev,1
The_Power_of_the_Powerless_CS_EN_batch_03_item_01,The_Power_of_the_Powerless_CS_EN_paragraph_95,novel,,Czech,train,8
The_Power_of_the_Powerless_CS_EN_batch_03_item_02,The_Power_of_the_Powerless_CS_EN_paragraph_95,novel,,Czech,train,5
The_Power_of_the_Powerless_CS_EN_batch_03_item_03,The_Power_of_the_Powerless_CS_EN_paragraph_95,novel,,Czech,train,4
The_Power_of_the_Powerless_CS_EN_batch_03_item_04,The_Power_of_the_Powerless_CS_EN_paragraph_95,novel,,Czech,train,9
The_Power_of_the_Powerless_CS_EN_batch_03_item_05,The_Power_of_the_Powerless_CS_EN_paragraph_95,novel,,Czech,train,6
The_Power_of_the_Powerless_CS_EN_batch_03_item_06,The_Power_of_the_Powerless_CS_EN_paragraph_95,novel,,Czech,train,7
The_Power_of_the_Powerless_CS_EN_batch_03_item_07,The_Power_of_the_Powerless_CS_EN_paragraph_103,novel,,Czech,train,4
The_Power_of_the_Powerless_CS_EN_batch_03_item_08,The_Power_of_the_Powerless_CS_EN_paragraph_105,novel,,Czech,train,4
The_Power_of_the_Powerless_CS_EN_batch_03_item_09,The_Power_of_the_Powerless_CS_EN_paragraph_113,novel,,Czech,train,0
The_Power_of_the_Powerless_CS_EN_batch_03_item_10,The_Power_of_the_Powerless_CS_EN_paragraph_115,novel,,Czech,train,9
The_Power_of_the_Powerless_CS_EN_batch_03_item_11,The_Power_of_the_Powerless_CS_EN_paragraph_121,novel,,Czech,train,3
The_Power_of_the_Powerless_CS_EN_batch_03_item_12,The_Power_of_the_Powerless_CS_EN_paragraph_127,novel,,Czech,train,4
The_Power_of_the_Powerless_CS_EN_batch_03_item_13,The_Power_of_the_Powerless_CS_EN_paragraph_127,novel,,Czech,train,6
The_Power_of_the_Powerless_CS_EN_batch_03_item_14,The_Power_of_the_Powerless_CS_EN_paragraph_127,novel,,Czech,dev,5
The_Power_of_the_Powerless_CS_EN_batch_03_item_15,The_Power_of_the_Powerless_CS_EN_paragraph_127,novel,,Czech,test,7
The_Power_of_the_Powerless_CS_EN_batch_03_item_16,The_Power_of_the_Powerless_CS_EN_paragraph_127,novel,,Czech,train,0
The_Power_of_the_Powerless_CS_EN_batch_03_item_17,The_Power_of_the_Powerless_CS_EN_paragraph_127,novel,,Czech,train,1
The_Power_of_the_Powerless_CS_EN_batch_03_item_18,The_Power_of_the_Powerless_CS_EN_paragraph_127,novel,,Czech,train,2
The_Power_of_the_Powerless_CS_EN_batch_03_item_19,The_Power_of_the_Powerless_CS_EN_paragraph_127,novel,,Czech,train,3
The_Power_of_the_Powerless_CS_EN_batch_03_item_20,The_Power_of_the_Powerless_CS_EN_paragraph_127,novel,,Czech,train,8
The_Power_of_the_Powerless_CS_EN_batch_04_item_01,The_Power_of_the_Powerless_CS_EN_paragraph_135,novel,,Czech,train,1
The_Power_of_the_Powerless_CS_EN_batch_04_item_02,The_Power_of_the_Powerless_CS_EN_paragraph_155,novel,,Czech,dev,2
The_Power_of_the_Powerless_CS_EN_batch_04_item_03,The_Power_of_the_Powerless_CS_EN_paragraph_155,novel,,Czech,test,5
The_Power_of_the_Powerless_CS_EN_batch_04_item_04,The_Power_of_the_Powerless_CS_EN_paragraph_155,novel,,Czech,train,7
The_Power_of_the_Powerless_CS_EN_batch_04_item_05,The_Power_of_the_Powerless_CS_EN_paragraph_155,novel,,Czech,train,1
The_Power_of_the_Powerless_CS_EN_batch_04_item_06,The_Power_of_the_Powerless_CS_EN_paragraph_155,novel,,Czech,train,9
The_Power_of_the_Powerless_CS_EN_batch_04_item_07,The_Power_of_the_Powerless_CS_EN_paragraph_172,novel,,Czech,train,7
The_Power_of_the_Powerless_CS_EN_batch_04_item_08,The_Power_of_the_Powerless_CS_EN_paragraph_214,novel,,Czech,train,9
The_Power_of_the_Powerless_CS_EN_batch_04_item_09,The_Power_of_the_Powerless_CS_EN_paragraph_214,novel,,Czech,train,4
The_Power_of_the_Powerless_CS_EN_batch_04_item_10,The_Power_of_the_Powerless_CS_EN_paragraph_226,novel,,Czech,train,4
The_Power_of_the_Powerless_CS_EN_batch_04_item_11,The_Power_of_the_Powerless_CS_EN_paragraph_234,novel,,Czech,train,5
The_Power_of_the_Powerless_CS_EN_batch_04_item_12,The_Power_of_the_Powerless_CS_EN_paragraph_234,novel,,Czech,train,8
The_Power_of_the_Powerless_CS_EN_batch_04_item_13,The_Power_of_the_Powerless_CS_EN_paragraph_242,novel,,Czech,train,5
The_Power_of_the_Powerless_CS_EN_batch_04_item_14,The_Power_of_the_Powerless_CS_EN_paragraph_244,novel,,Czech,train,5
The_Power_of_the_Powerless_CS_EN_batch_04_item_15,The_Power_of_the_Powerless_CS_EN_paragraph_248,novel,,Czech,train,8
The_Power_of_the_Powerless_CS_EN_batch_04_item_16,The_Power_of_the_Powerless_CS_EN_paragraph_248,novel,,Czech,train,7
The_Power_of_the_Powerless_CS_EN_batch_04_item_17,The_Power_of_the_Powerless_CS_EN_paragraph_252,novel,,Czech,train,5
The_Power_of_the_Powerless_CS_EN_batch_04_item_18,The_Power_of_the_Powerless_CS_EN_paragraph_252,novel,,Czech,train,4
The_Power_of_the_Powerless_CS_EN_batch_04_item_19,The_Power_of_the_Powerless_CS_EN_paragraph_288,novel,,Czech,train,9
The_Power_of_the_Powerless_CS_EN_batch_04_item_20,The_Power_of_the_Powerless_CS_EN_paragraph_298,novel,,Czech,train,5
The_Power_of_the_Powerless_CS_EN_batch_05_item_01,The_Power_of_the_Powerless_CS_EN_paragraph_298,novel,,Czech,train,2
The_Power_of_the_Powerless_CS_EN_batch_05_item_02,The_Power_of_the_Powerless_CS_EN_paragraph_298,novel,,Czech,train,7
The_Power_of_the_Powerless_CS_EN_batch_05_item_03,The_Power_of_the_Powerless_CS_EN_paragraph_302,novel,,Czech,train,8
The_Power_of_the_Powerless_CS_EN_batch_05_item_04,The_Power_of_the_Powerless_CS_EN_paragraph_302,novel,,Czech,train,5
The_Power_of_the_Powerless_CS_EN_batch_05_item_05,The_Power_of_the_Powerless_CS_EN_paragraph_304,novel,,Czech,train,1
The_Power_of_the_Powerless_CS_EN_batch_05_item_06,The_Power_of_the_Powerless_CS_EN_paragraph_310,novel,,Czech,train,4
The_Power_of_the_Powerless_CS_EN_batch_05_item_07,The_Power_of_the_Powerless_CS_EN_paragraph_319,novel,,Czech,train,6
The_Power_of_the_Powerless_CS_EN_batch_05_item_08,The_Power_of_the_Powerless_CS_EN_paragraph_319,novel,,Czech,train,7
The_Power_of_the_Powerless_CS_EN_batch_05_item_09,The_Power_of_the_Powerless_CS_EN_paragraph_319,novel,,Czech,dev,3
The_Power_of_the_Powerless_CS_EN_batch_05_item_10,The_Power_of_the_Powerless_CS_EN_paragraph_319,novel,,Czech,test,0
The_Power_of_the_Powerless_CS_EN_batch_05_item_11,The_Power_of_the_Powerless_CS_EN_paragraph_319,novel,,Czech,train,4
The_Power_of_the_Powerless_CS_EN_batch_05_item_12,The_Power_of_the_Powerless_CS_EN_paragraph_319,novel,,Czech,train,5
The_Power_of_the_Powerless_CS_EN_batch_05_item_13,The_Power_of_the_Powerless_CS_EN_paragraph_333,novel,,Czech,train,6
The_Power_of_the_Powerless_CS_EN_batch_05_item_14,The_Power_of_the_Powerless_CS_EN_paragraph_343,novel,,Czech,train,9
The_Power_of_the_Powerless_CS_EN_batch_05_item_15,The_Power_of_the_Powerless_CS_EN_paragraph_343,novel,,Czech,train,8
The_Power_of_the_Powerless_CS_EN_batch_05_item_16,The_Power_of_the_Powerless_CS_EN_paragraph_351,novel,,Czech,dev,7
The_Power_of_the_Powerless_CS_EN_batch_05_item_17,The_Power_of_the_Powerless_CS_EN_paragraph_351,novel,,Czech,train,0
The_Power_of_the_Powerless_CS_EN_batch_05_item_18,The_Power_of_the_Powerless_CS_EN_paragraph_351,novel,,Czech,train,5
The_Power_of_the_Powerless_CS_EN_batch_05_item_19,The_Power_of_the_Powerless_CS_EN_paragraph_351,novel,,Czech,test,3
The_Power_of_the_Powerless_CS_EN_batch_05_item_20,The_Power_of_the_Powerless_CS_EN_paragraph_359,novel,,Czech,train,4
The_Reunion_FR_EN_batch_01_item_01,The_Reunion_FR_EN_paragraph_01,novel,,French,dev,0
The_Reunion_FR_EN_batch_01_item_02,The_Reunion_FR_EN_paragraph_01,novel,,French,test,7
The_Reunion_FR_EN_batch_01_item_03,The_Reunion_FR_EN_paragraph_01,novel,,French,train,2
The_Reunion_FR_EN_batch_01_item_04,The_Reunion_FR_EN_paragraph_01,novel,,French,train,8
The_Reunion_FR_EN_batch_01_item_05,The_Reunion_FR_EN_paragraph_01,novel,,French,train,3
The_Reunion_FR_EN_batch_01_item_06,The_Reunion_FR_EN_paragraph_01,novel,,French,train,1
The_Reunion_FR_EN_batch_01_item_07,The_Reunion_FR_EN_paragraph_02,novel,,French,train,2
The_Reunion_FR_EN_batch_01_item_08,The_Reunion_FR_EN_paragraph_02,novel,,French,train,2
The_Reunion_FR_EN_batch_01_item_09,The_Reunion_FR_EN_paragraph_02,novel,,French,test,2
The_Reunion_FR_EN_batch_01_item_10,The_Reunion_FR_EN_paragraph_02,novel,,French,test,1
The_Reunion_FR_EN_batch_01_item_11,The_Reunion_FR_EN_paragraph_02,novel,,French,test,1
The_Reunion_FR_EN_batch_01_item_12,The_Reunion_FR_EN_paragraph_02,novel,,French,test,1
The_Reunion_FR_EN_batch_01_item_13,The_Reunion_FR_EN_paragraph_02,novel,,French,dev,6
The_Reunion_FR_EN_batch_01_item_14,The_Reunion_FR_EN_paragraph_02,novel,,French,dev,6
The_Reunion_FR_EN_batch_01_item_15,The_Reunion_FR_EN_paragraph_02,novel,,French,dev,6
The_Reunion_FR_EN_batch_01_item_16,The_Reunion_FR_EN_paragraph_02,novel,,French,dev,9
The_Reunion_FR_EN_batch_01_item_17,The_Reunion_FR_EN_paragraph_02,novel,,French,train,9
The_Reunion_FR_EN_batch_01_item_18,The_Reunion_FR_EN_paragraph_02,novel,,French,train,9
The_Reunion_FR_EN_batch_01_item_19,The_Reunion_FR_EN_paragraph_02,novel,,French,train,3
The_Reunion_FR_EN_batch_01_item_20,The_Reunion_FR_EN_paragraph_02,novel,,French,train,3
The_Reunion_FR_EN_batch_02_item_01,The_Reunion_FR_EN_paragraph_02,novel,,French,train,3
The_Reunion_FR_EN_batch_02_item_02,The_Reunion_FR_EN_paragraph_02,novel,,French,train,5
The_Reunion_FR_EN_batch_02_item_03,The_Reunion_FR_EN_paragraph_02,novel,,French,train,5
The_Reunion_FR_EN_batch_02_item_04,The_Reunion_FR_EN_paragraph_02,novel,,French,train,5
The_Reunion_FR_EN_batch_02_item_05,The_Reunion_FR_EN_paragraph_02,novel,,French,train,7
The_Reunion_FR_EN_batch_02_item_06,The_Reunion_FR_EN_paragraph_02,novel,,French,train,7
The_Reunion_FR_EN_batch_02_item_07,The_Reunion_FR_EN_paragraph_02,novel,,French,train,7
The_Reunion_FR_EN_batch_02_item_08,The_Reunion_FR_EN_paragraph_02,novel,,French,train,0
The_Reunion_FR_EN_batch_02_item_09,The_Reunion_FR_EN_paragraph_02,novel,,French,train,0
The_Reunion_FR_EN_batch_02_item_10,The_Reunion_FR_EN_paragraph_02,novel,,French,train,0
The_Reunion_FR_EN_batch_02_item_11,The_Reunion_FR_EN_paragraph_02,novel,,French,train,8
The_Reunion_FR_EN_batch_02_item_12,The_Reunion_FR_EN_paragraph_03,novel,,French,train,5
The_Reunion_FR_EN_batch_02_item_13,The_Reunion_FR_EN_paragraph_03,novel,,French,train,0
The_Reunion_FR_EN_batch_02_item_14,The_Reunion_FR_EN_paragraph_03,novel,,French,train,8
The_Reunion_FR_EN_batch_02_item_15,The_Reunion_FR_EN_paragraph_03,novel,,French,train,9
The_Reunion_FR_EN_batch_02_item_16,The_Reunion_FR_EN_paragraph_03,novel,,French,dev,2
The_Reunion_FR_EN_batch_02_item_17,The_Reunion_FR_EN_paragraph_03,novel,,French,test,6
The_Reunion_FR_EN_batch_02_item_18,The_Reunion_FR_EN_paragraph_03,novel,,French,train,3
The_Reunion_FR_EN_batch_02_item_19,The_Reunion_FR_EN_paragraph_03,novel,,French,train,7
The_Reunion_FR_EN_batch_02_item_20,The_Reunion_FR_EN_paragraph_04,novel,,French,train,7
The_Reunion_FR_EN_batch_03_item_01,The_Reunion_FR_EN_paragraph_05,novel,,French,train,7
The_Reunion_FR_EN_batch_03_item_02,The_Reunion_FR_EN_paragraph_05,novel,,French,train,2
The_Reunion_FR_EN_batch_03_item_03,The_Reunion_FR_EN_paragraph_05,novel,,French,test,3
The_Reunion_FR_EN_batch_03_item_04,The_Reunion_FR_EN_paragraph_05,novel,,French,dev,8
The_Reunion_FR_EN_batch_03_item_05,The_Reunion_FR_EN_paragraph_05,novel,,French,train,5
The_Reunion_FR_EN_batch_03_item_06,The_Reunion_FR_EN_paragraph_05,novel,,French,train,6
The_Reunion_FR_EN_batch_03_item_07,The_Reunion_FR_EN_paragraph_05,novel,,French,train,4
The_Reunion_FR_EN_batch_03_item_08,The_Reunion_FR_EN_paragraph_05,novel,,French,train,0
The_Reunion_FR_EN_batch_03_item_09,The_Reunion_FR_EN_paragraph_05,novel,,French,train,9
The_Reunion_FR_EN_batch_03_item_10,The_Reunion_FR_EN_paragraph_05,novel,,French,train,1
The_Reunion_FR_EN_batch_03_item_11,The_Reunion_FR_EN_paragraph_07,novel,,French,train,3
The_Reunion_FR_EN_batch_03_item_12,The_Reunion_FR_EN_paragraph_07,novel,,French,train,8
The_Reunion_FR_EN_batch_03_item_13,The_Reunion_FR_EN_paragraph_07,novel,,French,train,9
The_Reunion_FR_EN_batch_03_item_14,The_Reunion_FR_EN_paragraph_07,novel,,French,train,4
The_Reunion_FR_EN_batch_03_item_15,The_Reunion_FR_EN_paragraph_07,novel,,French,train,0
The_Reunion_FR_EN_batch_03_item_16,The_Reunion_FR_EN_paragraph_07,novel,,French,train,5
The_Reunion_FR_EN_batch_03_item_17,The_Reunion_FR_EN_paragraph_07,novel,,French,dev,7
The_Reunion_FR_EN_batch_03_item_18,The_Reunion_FR_EN_paragraph_07,novel,,French,test,2
The_Reunion_FR_EN_batch_03_item_19,The_Reunion_FR_EN_paragraph_08,novel,,French,train,4
The_Reunion_FR_EN_batch_03_item_20,The_Reunion_FR_EN_paragraph_08,novel,,French,test,1
The_Reunion_FR_EN_batch_04_item_01,The_Reunion_FR_EN_paragraph_08,novel,,French,dev,2
The_Reunion_FR_EN_batch_04_item_02,The_Reunion_FR_EN_paragraph_08,novel,,French,train,8
The_Reunion_FR_EN_batch_04_item_03,The_Reunion_FR_EN_paragraph_08,novel,,French,train,7
The_Reunion_FR_EN_batch_04_item_04,The_Reunion_FR_EN_paragraph_08,novel,,French,train,5
The_Reunion_FR_EN_batch_04_item_05,The_Reunion_FR_EN_paragraph_08,novel,,French,train,6
The_Reunion_FR_EN_batch_04_item_06,The_Reunion_FR_EN_paragraph_08,novel,,French,train,0
The_Reunion_FR_EN_batch_04_item_07,The_Reunion_FR_EN_paragraph_08,novel,,French,train,3
The_Reunion_FR_EN_batch_04_item_08,The_Reunion_FR_EN_paragraph_08,novel,,French,train,9
The_Reunion_FR_EN_batch_04_item_09,The_Reunion_FR_EN_paragraph_09,novel,,French,dev,7
The_Reunion_FR_EN_batch_04_item_10,The_Reunion_FR_EN_paragraph_09,novel,,French,test,0
The_Reunion_FR_EN_batch_04_item_11,The_Reunion_FR_EN_paragraph_09,novel,,French,train,1
The_Reunion_FR_EN_batch_04_item_12,The_Reunion_FR_EN_paragraph_09,novel,,French,train,8
The_Reunion_FR_EN_batch_04_item_13,The_Reunion_FR_EN_paragraph_09,novel,,French,train,9
The_Reunion_FR_EN_batch_04_item_14,The_Reunion_FR_EN_paragraph_09,novel,,French,train,4
The_Reunion_FR_EN_batch_04_item_15,The_Reunion_FR_EN_paragraph_09,novel,,French,train,5
The_Reunion_FR_EN_batch_04_item_16,The_Reunion_FR_EN_paragraph_09,novel,,French,train,6
The_Reunion_FR_EN_batch_04_item_17,The_Reunion_FR_EN_paragraph_12,novel,,French,train,0
The_Reunion_FR_EN_batch_04_item_18,The_Reunion_FR_EN_paragraph_12,novel,,French,train,0
The_Reunion_FR_EN_batch_04_item_19,The_Reunion_FR_EN_paragraph_12,novel,,French,test,7
The_Reunion_FR_EN_batch_04_item_20,The_Reunion_FR_EN_paragraph_12,novel,,French,test,7
The_Reunion_FR_EN_batch_05_item_01,The_Reunion_FR_EN_paragraph_12,novel,,French,dev,8
The_Reunion_FR_EN_batch_05_item_02,The_Reunion_FR_EN_paragraph_12,novel,,French,dev,8
The_Reunion_FR_EN_batch_05_item_03,The_Reunion_FR_EN_paragraph_12,novel,,French,train,9
The_Reunion_FR_EN_batch_05_item_04,The_Reunion_FR_EN_paragraph_12,novel,,French,train,9
The_Reunion_FR_EN_batch_05_item_05,The_Reunion_FR_EN_paragraph_12,novel,,French,train,1
The_Reunion_FR_EN_batch_05_item_06,The_Reunion_FR_EN_paragraph_12,novel,,French,train,1
The_Reunion_FR_EN_batch_05_item_07,The_Reunion_FR_EN_paragraph_12,novel,,French,train,6
The_Reunion_FR_EN_batch_05_item_08,The_Reunion_FR_EN_paragraph_13,novel,,French,train,0
The_Reunion_FR_EN_batch_05_item_09,The_Reunion_FR_EN_paragraph_13,novel,,French,train,8
The_Reunion_FR_EN_batch_05_item_10,The_Reunion_FR_EN_paragraph_15,novel,,French,test,2
The_Reunion_FR_EN_batch_05_item_11,The_Reunion_FR_EN_paragraph_15,novel,,French,train,9
The_Reunion_FR_EN_batch_05_item_12,The_Reunion_FR_EN_paragraph_15,novel,,French,train,3
The_Reunion_FR_EN_batch_05_item_13,The_Reunion_FR_EN_paragraph_15,novel,,French,train,8
The_Reunion_FR_EN_batch_05_item_14,The_Reunion_FR_EN_paragraph_15,novel,,French,train,6
The_Reunion_FR_EN_batch_05_item_15,The_Reunion_FR_EN_paragraph_15,novel,,French,train,4
The_Reunion_FR_EN_batch_05_item_16,The_Reunion_FR_EN_paragraph_15,novel,,French,train,5
The_Reunion_FR_EN_batch_05_item_17,The_Reunion_FR_EN_paragraph_15,novel,,French,train,0
The_Reunion_FR_EN_batch_05_item_18,The_Reunion_FR_EN_paragraph_15,novel,,French,train,1
The_Reunion_FR_EN_batch_05_item_19,The_Reunion_FR_EN_paragraph_15,novel,,French,dev,7
The_Reunion_FR_EN_batch_05_item_20,The_Reunion_FR_EN_paragraph_16,novel,,French,train,8
The_Reunion_FR_EN_batch_06_item_01,The_Reunion_FR_EN_paragraph_16,novel,,French,train,8
The_Reunion_FR_EN_batch_06_item_02,The_Reunion_FR_EN_paragraph_16,novel,,French,train,7
The_Reunion_FR_EN_batch_06_item_03,The_Reunion_FR_EN_paragraph_16,novel,,French,train,7
The_Reunion_FR_EN_batch_06_item_04,The_Reunion_FR_EN_paragraph_16,novel,,French,train,2
The_Reunion_FR_EN_batch_06_item_05,The_Reunion_FR_EN_paragraph_16,novel,,French,train,2
The_Reunion_FR_EN_batch_06_item_06,The_Reunion_FR_EN_paragraph_16,novel,,French,train,9
The_Reunion_FR_EN_batch_06_item_07,The_Reunion_FR_EN_paragraph_16,novel,,French,dev,9
The_Reunion_FR_EN_batch_06_item_08,The_Reunion_FR_EN_paragraph_16,novel,,French,dev,3
The_Reunion_FR_EN_batch_06_item_09,The_Reunion_FR_EN_paragraph_16,novel,,French,test,3
The_Reunion_FR_EN_batch_06_item_10,The_Reunion_FR_EN_paragraph_16,novel,,French,test,1
The_Reunion_FR_EN_batch_06_item_11,The_Reunion_FR_EN_paragraph_16,novel,,French,train,1
The_Reunion_FR_EN_batch_06_item_12,The_Reunion_FR_EN_paragraph_16,novel,,French,train,4
The_Reunion_FR_EN_batch_06_item_13,The_Reunion_FR_EN_paragraph_16,novel,,French,train,4
The_Reunion_FR_EN_batch_06_item_14,The_Reunion_FR_EN_paragraph_17,novel,,French,train,5
The_Reunion_FR_EN_batch_06_item_15,The_Reunion_FR_EN_paragraph_18,novel,,French,train,6
The_Reunion_FR_EN_batch_06_item_16,The_Reunion_FR_EN_paragraph_18,novel,,French,train,5
The_Reunion_FR_EN_batch_06_item_17,The_Reunion_FR_EN_paragraph_18,novel,,French,test,4
The_Reunion_FR_EN_batch_06_item_18,The_Reunion_FR_EN_paragraph_18,novel,,French,dev,9
The_Reunion_FR_EN_batch_06_item_19,The_Reunion_FR_EN_paragraph_18,novel,,French,train,0
The_Reunion_FR_EN_batch_06_item_20,The_Reunion_FR_EN_paragraph_18,novel,,French,train,2
The_Reunion_FR_EN_batch_07_item_01,The_Reunion_FR_EN_paragraph_19,novel,,French,dev,6
The_Reunion_FR_EN_batch_07_item_02,The_Reunion_FR_EN_paragraph_19,novel,,French,test,7
The_Reunion_FR_EN_batch_07_item_03,The_Reunion_FR_EN_paragraph_19,novel,,French,train,0
The_Reunion_FR_EN_batch_07_item_04,The_Reunion_FR_EN_paragraph_19,novel,,French,train,3
The_Reunion_FR_EN_batch_07_item_05,The_Reunion_FR_EN_paragraph_19,novel,,French,train,1
The_Reunion_FR_EN_batch_07_item_06,The_Reunion_FR_EN_paragraph_19,novel,,French,train,4
The_Reunion_FR_EN_batch_07_item_07,The_Reunion_FR_EN_paragraph_20,novel,,French,train,1
The_Reunion_FR_EN_batch_07_item_08,The_Reunion_FR_EN_paragraph_20,novel,,French,dev,4
The_Reunion_FR_EN_batch_07_item_09,The_Reunion_FR_EN_paragraph_20,novel,,French,test,0
The_Reunion_FR_EN_batch_07_item_10,The_Reunion_FR_EN_paragraph_20,novel,,French,train,3
The_Reunion_FR_EN_batch_07_item_11,The_Reunion_FR_EN_paragraph_20,novel,,French,train,2
The_Reunion_FR_EN_batch_07_item_12,The_Reunion_FR_EN_paragraph_20,novel,,French,train,7
The_Reunion_FR_EN_batch_07_item_13,The_Reunion_FR_EN_paragraph_20,novel,,French,train,9
The_Reunion_FR_EN_batch_07_item_14,The_Reunion_FR_EN_paragraph_20,novel,,French,train,5
The_Reunion_FR_EN_batch_07_item_15,The_Reunion_FR_EN_paragraph_20,novel,,French,train,6
The_Reunion_FR_EN_batch_07_item_16,The_Reunion_FR_EN_paragraph_20,novel,,French,train,8
The_Reunion_FR_EN_batch_07_item_17,The_Reunion_FR_EN_paragraph_21,novel,,French,train,2
The_Reunion_FR_EN_batch_07_item_18,The_Reunion_FR_EN_paragraph_21,novel,,French,test,2
The_Reunion_FR_EN_batch_07_item_19,The_Reunion_FR_EN_paragraph_21,novel,,French,test,1
The_Reunion_FR_EN_batch_07_item_20,The_Reunion_FR_EN_paragraph_21,novel,,French,dev,1
The_Reunion_FR_EN_batch_08_item_01,The_Reunion_FR_EN_paragraph_21,novel,,French,dev,9
The_Reunion_FR_EN_batch_08_item_02,The_Reunion_FR_EN_paragraph_21,novel,,French,train,9
The_Reunion_FR_EN_batch_08_item_03,The_Reunion_FR_EN_paragraph_21,novel,,French,train,5
The_Reunion_FR_EN_batch_08_item_04,The_Reunion_FR_EN_paragraph_21,novel,,French,train,5
The_Reunion_FR_EN_batch_08_item_05,The_Reunion_FR_EN_paragraph_21,novel,,French,train,0
The_Reunion_FR_EN_batch_08_item_06,The_Reunion_FR_EN_paragraph_21,novel,,French,train,0
The_Reunion_FR_EN_batch_08_item_07,The_Reunion_FR_EN_paragraph_21,novel,,French,train,3
The_Reunion_FR_EN_batch_08_item_08,The_Reunion_FR_EN_paragraph_21,novel,,French,train,3
The_Reunion_FR_EN_batch_08_item_09,The_Reunion_FR_EN_paragraph_21,novel,,French,train,4
The_Reunion_FR_EN_batch_08_item_10,The_Reunion_FR_EN_paragraph_21,novel,,French,train,4
The_Reunion_FR_EN_batch_08_item_11,The_Reunion_FR_EN_paragraph_22,novel,,French,train,4
The_Reunion_FR_EN_batch_08_item_12,The_Reunion_FR_EN_paragraph_22,novel,,French,train,9
The_Reunion_FR_EN_batch_08_item_13,The_Reunion_FR_EN_paragraph_22,novel,,French,train,1
