Relation,Genre,Datasource,Itemid,SemClass,Arg1_RawText,Arg2_RawText
implicit ,novel,Animal_Farm_EN_paragraph_27,Animal_Farm_EN_batch_08_item_01,result,"Clover warned him sometimes to be careful not to overstrain himself, but Boxer would never listen to her. His two slogans, ""I will work harder"" and ""Napoleon is always right,"" seemed to him a sufficient answer to all problems.","He had made arrangements with the cockerel to call him three-quarters of an hour earlier in the mornings instead of half an hour. And in his spare moments, of which there were not many nowadays, he would go alone to the quarry, collect a load of broken stone, and drag it down to the site of the windmill unassisted."
implicit ,novel,Animal_Farm_EN_paragraph_28,Animal_Farm_EN_batch_08_item_02,arg1-as-denier,"There was need of paraffin oil, nails, string, dog biscuits, and iron for the horses' shoes, none of which could be produced on the farm. Later there would also be need for seeds and artificial manures, besides various tools and, finally, the machinery for the windmill.","How these were to be procured, no one was able to imagine. One Sunday morning, when the animals assembled to receive their orders, Napoleon announced that he had decided upon a new policy."
implicit ,novel,Animal_Farm_EN_paragraph_28,Animal_Farm_EN_batch_08_item_03,result,"Finally Napoleon raised his trotter for silence and announced that he had already made all the arrangements. There would be no need for any of the animals to come in contact with human beings, which would clearly be most undesirable.","He intended to take the whole burden upon his own shoulders. A Mr. Whymper, a solicitor living in Willingdon, had agreed to act as intermediary between Animal Farm and the outside world, and would visit the farm every Monday morning to receive his instructions."
implicit ,novel,Animal_Farm_EN_paragraph_28,Animal_Farm_EN_batch_08_item_04,precedence,"He intended to take the whole burden upon his own shoulders. A Mr. Whymper, a solicitor living in Willingdon, had agreed to act as intermediary between Animal Farm and the outside world, and would visit the farm every Monday morning to receive his instructions.","Napoleon ended his speech with his usual cry of ""Long live Animal Farm!"" and after the singing of Beasts of England the animals were dismissed. Afterwards Squealer made a round of the farm and set the animals' minds at rest."
implicit ,novel,Animal_Farm_EN_paragraph_28,Animal_Farm_EN_batch_08_item_05,reason,"Napoleon ended his speech with his usual cry of ""Long live Animal Farm!"" and after the singing of Beasts of England the animals were dismissed. Afterwards Squealer made a round of the farm and set the animals' minds at rest.","He assured them that the resolution against engaging in trade and using money had never been passed, or even suggested. It was pure imagination, probably traceable in the beginning to lies circulated by Snowball."
implicit ,novel,Animal_Farm_EN_paragraph_29,Animal_Farm_EN_batch_08_item_06,conjunction,"And since it was certainly true that nothing of the kind existed in writing, the animals were satisfied that they had been mistaken. Every Monday Mr. Whymper visited the farm as had been arranged.","He was a sly-looking little man with side whiskers, a solicitor in a very small way of business, but sharp enough to have realised earlier than anyone else that Animal Farm would need a broker and that the commissions would be worth having. The animals watched his coming and going with a kind of dread, and avoided him as much as possible."
implicit ,novel,Animal_Farm_EN_paragraph_29,Animal_Farm_EN_batch_08_item_07,arg2-as-denier,"Every Monday Mr. Whymper visited the farm as had been arranged. He was a sly-looking little man with side whiskers, a solicitor in a very small way of business, but sharp enough to have realised earlier than anyone else that Animal Farm would need a broker and that the commissions would be worth having.","The animals watched his coming and going with a kind of dread, and avoided him as much as possible. Nevertheless, the sight of Napoleon, on all fours, delivering orders to Whymper, who stood on two legs, roused their pride and partly reconciled them to the new arrangement."
implicit ,novel,Animal_Farm_EN_paragraph_29,Animal_Farm_EN_batch_08_item_08,result,"The animals watched his coming and going with a kind of dread, and avoided him as much as possible. Nevertheless, the sight of Napoleon, on all fours, delivering orders to Whymper, who stood on two legs, roused their pride and partly reconciled them to the new arrangement.","Their relations with the human race were now not quite the same as they had been before. The human beings did not hate Animal Farm any less now that it was prospering; indeed, they hated it more than ever."
implicit ,novel,Animal_Farm_EN_paragraph_29,Animal_Farm_EN_batch_08_item_09,reason,"Nevertheless, the sight of Napoleon, on all fours, delivering orders to Whymper, who stood on two legs, roused their pride and partly reconciled them to the new arrangement. Their relations with the human race were now not quite the same as they had been before.","The human beings did not hate Animal Farm any less now that it was prospering; indeed, they hated it more than ever. Every human being held it as an article of faith that the farm would go bankrupt sooner or later, and, above all, that the windmill would be a failure."
implicit ,novel,Animal_Farm_EN_paragraph_29,Animal_Farm_EN_batch_08_item_10,conjunction,"Their relations with the human race were now not quite the same as they had been before. The human beings did not hate Animal Farm any less now that it was prospering; indeed, they hated it more than ever.","Every human being held it as an article of faith that the farm would go bankrupt sooner or later, and, above all, that the windmill would be a failure. They would meet in the public-houses and prove to one another by means of diagrams that the windmill was bound to fall down, or that if it did stand up, then that it would never work."
implicit ,novel,Animal_Farm_EN_paragraph_29,Animal_Farm_EN_batch_08_item_11,conjunction,"The human beings did not hate Animal Farm any less now that it was prospering; indeed, they hated it more than ever. Every human being held it as an article of faith that the farm would go bankrupt sooner or later, and, above all, that the windmill would be a failure.","They would meet in the public-houses and prove to one another by means of diagrams that the windmill was bound to fall down, or that if it did stand up, then that it would never work. And yet, against their will, they had developed a certain respect for the efficiency with which the animals were managing their own affairs."
implicit ,novel,Animal_Farm_EN_paragraph_30,Animal_Farm_EN_batch_08_item_12,result,"You did not suppose, surely, that there was ever a ruling against beds? A bed merely means a place to sleep in.","A pile of straw in a stall is a bed, properly regarded. The rule was against sheets, which are a human invention."
implicit ,novel,Animal_Farm_EN_paragraph_30,Animal_Farm_EN_batch_08_item_13,arg2-as-detail,"A bed merely means a place to sleep in. A pile of straw in a stall is a bed, properly regarded.","The rule was against sheets, which are a human invention. We have removed the sheets from the farmhouse beds, and sleep between blankets."
implicit ,novel,Animal_Farm_EN_paragraph_30,Animal_Farm_EN_batch_08_item_14,reason,"And when, some days afterwards, it was announced that from now on the pigs would get up an hour later in the mornings than the other animals, no complaint was made about that either. By the autumn the animals were tired but happy.","They had had a hard year, and after the sale of part of the hay and corn, the stores of food for the winter were none too plentiful, but the windmill compensated for everything. It was almost half built now."
implicit ,novel,Animal_Farm_EN_paragraph_30,Animal_Farm_EN_batch_08_item_15,reason,"By the autumn the animals were tired but happy. They had had a hard year, and after the sale of part of the hay and corn, the stores of food for the winter were none too plentiful, but the windmill compensated for everything.","It was almost half built now. After the harvest there was a stretch of clear dry weather, and the animals toiled harder than ever, thinking it well worth while to plod to and fro all day with blocks of stone if by doing so they could raise the walls another foot."
implicit ,novel,Animal_Farm_EN_paragraph_30,Animal_Farm_EN_batch_08_item_16,conjunction,"They had had a hard year, and after the sale of part of the hay and corn, the stores of food for the winter were none too plentiful, but the windmill compensated for everything. It was almost half built now.","After the harvest there was a stretch of clear dry weather, and the animals toiled harder than ever, thinking it well worth while to plod to and fro all day with blocks of stone if by doing so they could raise the walls another foot. Boxer would even come out at nights and work for an hour or two on his own by the light of the harvest moon."
implicit ,novel,Animal_Farm_EN_paragraph_30,Animal_Farm_EN_batch_08_item_17,conjunction,"It was almost half built now. After the harvest there was a stretch of clear dry weather, and the animals toiled harder than ever, thinking it well worth while to plod to and fro all day with blocks of stone if by doing so they could raise the walls another foot.","Boxer would even come out at nights and work for an hour or two on his own by the light of the harvest moon. In their spare moments the animals would walk round and round the half-finished mill, admiring the strength and perpendicularity of its walls and marvelling that they should ever have been able to build anything so imposing."
implicit ,novel,Animal_Farm_EN_paragraph_30,Animal_Farm_EN_batch_08_item_18,conjunction,"After the harvest there was a stretch of clear dry weather, and the animals toiled harder than ever, thinking it well worth while to plod to and fro all day with blocks of stone if by doing so they could raise the walls another foot. Boxer would even come out at nights and work for an hour or two on his own by the light of the harvest moon.","In their spare moments the animals would walk round and round the half-finished mill, admiring the strength and perpendicularity of its walls and marvelling that they should ever have been able to build anything so imposing. Only old Benjamin refused to grow enthusiastic about the windmill, though, as usual, he would utter nothing beyond the cryptic remark that donkeys live a long time."
implicit ,novel,Animal_Farm_EN_paragraph_30,Animal_Farm_EN_batch_08_item_19,result,"November came, with raging south-west winds.  Building had to stop because it was now too wet to mix the cement. Finally there came a night when the gale was so violent that the farm buildings rocked on their foundations and several tiles were blown off the roof of the barn.",The hens woke up squawking with terror because they had all dreamed simultaneously of hearing a gun go off in the distance. In the morning the animals came out of their stalls to find that the flagstaff had been blown down and an elm tree at the foot of the orchard had been plucked up like a radish.
implicit ,novel,Animal_Farm_EN_paragraph_30,Animal_Farm_EN_batch_08_item_20,conjunction,The hens woke up squawking with terror because they had all dreamed simultaneously of hearing a gun go off in the distance. In the morning the animals came out of their stalls to find that the flagstaff had been blown down and an elm tree at the foot of the orchard had been plucked up like a radish.,They had just noticed this when a cry of despair broke from every animal's throat. A terrible sight had met their eyes.
implicit ,novel,Arsene Lupin_FR_EN_paragraph_03,Arsene Lupin_FR_EN_batch_01_item_01,conjunction,"It was a strange ending to a voyage that had commenced in a most auspicious manner. The transatlantic steamship ‘La Provence’ was a swift and comfortable vessel, under the command of a most affable man.",The passengers constituted a select and delightful society. The charm of new acquaintances and improvised amusements served to make the time pass agreeably.
implicit ,novel,Arsene Lupin_FR_EN_paragraph_03,Arsene Lupin_FR_EN_batch_01_item_02,result,"The transatlantic steamship ‘La Provence’ was a swift and comfortable vessel, under the command of a most affable man. The passengers constituted a select and delightful society.","The charm of new acquaintances and improvised amusements served to make the time pass agreeably. We enjoyed the pleasant sensation of being separated from the world, living, as it were, upon an unknown island, and consequently obliged to be sociable with each other."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_07,Arsene Lupin_FR_EN_batch_01_item_03,arg2-as-detail,"But, during the past few years, a new sensation had been added to the life of the transatlantic traveler. The little floating island is now attached to the world from which it was once quite free.","A bond united them, even in the very heart of the watery wastes of the Atlantic. That bond is the wireless telegraph, by means of which we receive news in the most mysterious manner."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_07,Arsene Lupin_FR_EN_batch_01_item_04,arg2-as-detail,"The little floating island is now attached to the world from which it was once quite free. A bond united them, even in the very heart of the watery wastes of the Atlantic.","That bond is the wireless telegraph, by means of which we receive news in the most mysterious manner. We know full well that the message is not transported by the medium of a hollow wire."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_07,Arsene Lupin_FR_EN_batch_01_item_05,contrast,"That bond is the wireless telegraph, by means of which we receive news in the most mysterious manner. We know full well that the message is not transported by the medium of a hollow wire.","No, the mystery is even more inexplicable, more romantic, and we must have recourse to the wings of the air in order to explain this new miracle. During the first day of the voyage, we felt that we were being followed, escorted, preceded even, by that distant voice, which, from time to time, whispered to one of us a few words from the receding world."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_07,Arsene Lupin_FR_EN_batch_01_item_06,arg2-as-detail,"No, the mystery is even more inexplicable, more romantic, and we must have recourse to the wings of the air in order to explain this new miracle. During the first day of the voyage, we felt that we were being followed, escorted, preceded even, by that distant voice, which, from time to time, whispered to one of us a few words from the receding world.","Two friends spoke to me. Ten, twenty others sent gay or somber words of parting to other passengers."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_13,Arsene Lupin_FR_EN_batch_01_item_07,result,"At that moment, a terrible flash of lightning rent the stormy skies. The electric waves were interrupted.","The remainder of the dispatch never reached us. Of the name under which Arsène Lupin was concealing himself, we knew only the initial."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_17,Arsene Lupin_FR_EN_batch_01_item_08,arg2-as-detail,Arsène Lupin in our midst! the irresponsible burglar whose exploits had been narrated in all the newspapers during the past few months!,"the mysterious individual with whom Ganimard, our shrewdest detective, had been engaged in an implacable conflict amidst interesting and picturesque surroundings. Arsène Lupin, the eccentric gentleman who operates only in the châteaux and salons, and who, one night, entered the residence of Baron Schormann, but emerged empty-handed, leaving, however, his card on which he had scribbled these words: “Arsène Lupin, gentleman-burglar, will return when the furniture is genuine.”"
implicit ,novel,Arsene Lupin_FR_EN_paragraph_31,Arsene Lupin_FR_EN_batch_01_item_09,arg2-as-detail,"At first, I had decided to open a flirtation with her; but, in the rapidly growing intimacy of the voyage, I was soon impressed by her charming manner and my feelings became too deep and reverential for a mere flirtation. Moreover, she accepted my attentions with a certain degree of favor.","She condescended to laugh at my witticisms and display an interest in my stories. Yet I felt that I had a rival in the person of a young man with quiet and refined tastes; and it struck me, at times, that she preferred his taciturn humor to my Parisian frivolity. He formed one in the circle of admirers that surrounded Miss Nelly at the time she addressed to me the foregoing question. We were all comfortably seated in our deck-chairs. The storm of the preceding evening had cleared the sky."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_103,Arsene Lupin_FR_EN_batch_01_item_10,arg2-as-detail,"No, they were not all gone, as we soon found out. The thief had taken only part of them; a very curious thing.","Of the diamond sunbursts, jeweled pendants, bracelets and necklaces, the thief had taken, not the largest but the finest and most valuable stones. The mountings were lying upon the table."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_103,Arsene Lupin_FR_EN_batch_01_item_11,conjunction,"The thief had taken only part of them; a very curious thing. Of the diamond sunbursts, jeweled pendants, bracelets and necklaces, the thief had taken, not the largest but the finest and most valuable stones.","The mountings were lying upon the table. I saw them there, despoiled of their jewels, like flowers from which the beautiful colored petals had been ruthlessly plucked."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_161,Arsene Lupin_FR_EN_batch_01_item_12,reason,Our last day on the steamer seemed interminable. We lived in constant fear of some disaster.,"This time, it would not be a simple theft or a comparatively harmless assault; it would be a crime, a murder. No one imagined that Arsène Lupin would confine himself to those two trifling offenses."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_247,Arsene Lupin_FR_EN_batch_01_item_13,conjunction,"She passed in front of me. I said nothing, but bowed very low. Mingled with the other passengers, she advanced to the gangway with my Kodak in her hand.","It occurred to me that she would not dare to expose me publicly, but she might do so when she reached a more private place. However, when she had passed only a few feet down the gangway, with a movement of simulated awkwardness, she let the camera fall into the water between the vessel and the pier. Then she walked down the gangway, and was quickly lost to sight in the crowd."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_268,Arsene Lupin_FR_EN_batch_01_item_14,result,"The history of the Malaquis castle is stormy like its name, harsh like its outlines. It has passed through a long series of combats, sieges, assaults, rapines and massacres.","A recital of the crimes that have been committed there would cause the stoutest heart to tremble. There are many mysterious legends connected with the castle, and they tell us of a famous subterranean tunnel that formerly led to the abbey of Jumieges and to the manor of Agnes Sorel, mistress of Charles VII."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_270,Arsene Lupin_FR_EN_batch_01_item_15,arg2-as-detail,"In that ancient habitation of heroes and brigands, the Baron Nathan Cahorn now lived; or Baron Satan as he was formerly called on the Bourse, where he had acquired a fortune with incredible rapidity. The lords of Malaquis, absolutely ruined, had been obliged to sell the ancient castle at a great sacrifice.","It contained an admirable collection of furniture, pictures, wood carvings, and faience. The Baron lived there alone, attended by three old servants."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_270,Arsene Lupin_FR_EN_batch_01_item_16,conjunction,"The lords of Malaquis, absolutely ruined, had been obliged to sell the ancient castle at a great sacrifice. It contained an admirable collection of furniture, pictures, wood carvings, and faience.","The Baron lived there alone, attended by three old servants. No one ever enters the place."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_270,Arsene Lupin_FR_EN_batch_01_item_17,conjunction,"It contained an admirable collection of furniture, pictures, wood carvings, and faience. The Baron lived there alone, attended by three old servants.","No one ever enters the place. No one had ever beheld the three Rubens that he possessed, his two Watteau, his Jean Goujon pulpit, and the many other treasures that he had acquired by a vast expenditure of money at public sales."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_272,Arsene Lupin_FR_EN_batch_01_item_18,result,"Baron Satan lived in constant fear, not for himself, but for the treasures that he had accumulated with such an earnest devotion and with so much perspicacity that the shrewdest merchant could not say that the Baron had ever erred in his taste or judgment. He loved them--his bibelots. He loved them intensely, like a miser; jealously, like a lover.","Every day, at sunset, the iron gates at either end of the bridge and at the entrance to the court of honor are closed and barred. At the least touch on these gates, electric bells will ring throughout the castle."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_296,Arsene Lupin_FR_EN_batch_01_item_19,conjunction,"“There is, in the gallery in your castle, a picture of Philippe   de Champaigne, of exquisite finish, which pleases me beyond   measure. Your Rubens are also to my taste, as well as your   smallest Watteau.","In the salon to the right, I have noticed the   Louis XIII cadence-table, the tapestries of Beauvais, the Empire   gueridon signed ‘Jacob,’ and the Renaissance chest. In the salon   to the left, all the cabinet full of jewels and miniatures."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_412,Arsene Lupin_FR_EN_batch_01_item_20,precedence,"The following day--the date fixed by Arsène Lupin--Baron Cahorn arranged all his panoply of war, furbished his weapons, and, like a sentinel, paced to and fro in front of the castle. He saw nothing, heard nothing.","At half-past eight o’clock in the evening, he dismissed his servants. They occupied rooms in a wing of the building, in a retired spot, well removed from the main portion of the castle."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_412,Arsene Lupin_FR_EN_batch_02_item_01,arg2-as-detail,"He saw nothing, heard nothing. At half-past eight o’clock in the evening, he dismissed his servants.","They occupied rooms in a wing of the building, in a retired spot, well removed from the main portion of the castle. Shortly thereafter, the baron heard the sound of approaching footsteps. It was Ganimard and his two assistants--great, powerful fellows with immense hands, and necks like bulls."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_412,Arsene Lupin_FR_EN_batch_02_item_02,precedence,"Shortly thereafter, the baron heard the sound of approaching footsteps. It was Ganimard and his two assistants--great, powerful fellows with immense hands, and necks like bulls.","After asking a few questions relating to the location of the various entrances and rooms, Ganimard carefully closed and barricaded all the doors and windows through which one could gain access to the threatened rooms. He inspected the walls, raised the tapestries, and finally installed his assistants in the central gallery which was located between the two salons."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_432,Arsene Lupin_FR_EN_batch_02_item_03,conjunction,"The baron did not laugh. He was anxiously listening, but heard nothing save the beating of his own heart.","From time to time, he leaned over the tunnel and cast a fearful eye into its depths. He heard the clock strike eleven, twelve, one."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_450,Arsene Lupin_FR_EN_batch_02_item_04,result,“Well! it is very improbable that Lupin would use an automobile like a battering-ram to demolish your castle.,"Come, Monsieur le Baron, return to your post. I am going to sleep."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_452,Arsene Lupin_FR_EN_batch_02_item_05,precedence,"That was the only alarm. Ganimard resumed his interrupted slumbers, and the baron heard nothing except the regular snoring of his companion.","At break of day, they left the room. The castle was enveloped in a profound calm; it was a peaceful dawn on the bosom of a tranquil river."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_466,Arsene Lupin_FR_EN_batch_02_item_06,result,"He ran from one spot to another in wildest despair. He recalled the purchase price of each article, added up the figures, counted his losses, pell-mell, in confused words and unfinished phrases.",He stamped with rage; he groaned with grief. He acted like a ruined man whose only hope is suicide.
implicit ,novel,Arsene Lupin_FR_EN_paragraph_718,Arsene Lupin_FR_EN_batch_02_item_07,conjunction,"Arsène Lupin laughed heartily. The detective, greatly vexed, bit his lips; to him the joke was quite devoid of humor. The arrival of a prison guard gave Ganimard an opportunity to recover himself.","The man brought Arsène Lupin’s luncheon, furnished by a neighboring restaurant. After depositing the tray upon the table, the guard retired."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_718,Arsene Lupin_FR_EN_batch_02_item_08,precedence,"The arrival of a prison guard gave Ganimard an opportunity to recover himself. The man brought Arsène Lupin’s luncheon, furnished by a neighboring restaurant.","After depositing the tray upon the table, the guard retired. Lupin broke his bread, ate a few morsels, and continued:"
implicit ,novel,Arsene Lupin_FR_EN_paragraph_819,Arsene Lupin_FR_EN_batch_02_item_09,reason,"They went out together. As soon as they had disappeared at a turn in the corridor, two men entered the cell and commenced a minute examination of it. One was Inspector Dieuzy; the other was Inspector Folenfant.","They wished to verify their suspicion that Arsène Lupin was in communication with his accomplices outside of the prison. On the preceding evening, the ‘Grand Journal’ had published these lines addressed to its court reporter:"
implicit ,novel,Arsene Lupin_FR_EN_paragraph_843,Arsene Lupin_FR_EN_batch_02_item_10,precedence,"Two minutes later Mon. Dudouis examined the contents of the drawer. First he discovered a bundle of newspaper clippings relating to Arsène Lupin taken from the ‘Argus de la Presse,’ then a tobacco-box, a pipe, some paper called “onion-peel,” and two books.","He read the titles of the books. One was an English edition of Carlyle’s “Hero-worship”; the other was a charming elzevir, in modern binding, the “Manual of Epictetus,” a German translation published at Leyden in 1634."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_843,Arsene Lupin_FR_EN_batch_02_item_11,arg2-as-detail,"First he discovered a bundle of newspaper clippings relating to Arsène Lupin taken from the ‘Argus de la Presse,’ then a tobacco-box, a pipe, some paper called “onion-peel,” and two books. He read the titles of the books.","One was an English edition of Carlyle’s “Hero-worship”; the other was a charming elzevir, in modern binding, the “Manual of Epictetus,” a German translation published at Leyden in 1634. On examining the books, he found that all the pages were underlined and annotated."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_847,Arsene Lupin_FR_EN_batch_02_item_12,reason,"With the mechanical action of an habitual smoker, he placed the cigar close to his ear and squeezed it to make it crack. Immediately he uttered a cry of surprise.","The cigar had yielded under the pressure of his fingers. He examined it more closely, and quickly discovered something white between the leaves of tobacco."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_849,Arsene Lupin_FR_EN_batch_02_item_13,conjunction,“The basket has taken the place of the others. Eight out of ten are ready.,"On pressing the outer foot the plate goes downward. From twelve to sixteen every day, H-P will wait."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_901,Arsene Lupin_FR_EN_batch_02_item_14,result,"And, as a matter of fact, Arsène Lupin had very little to say. For several months, Mon. Jules Bouvier, the examining judge, had exerted himself in vain.","The investigation had been reduced to a few uninteresting arguments between the judge and the advocate, Maître Danval, one of the leaders of the bar. From time to time, through courtesy, Arsène Lupin would speak."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_917,Arsene Lupin_FR_EN_batch_02_item_15,result,At the corner of Saint Germain it stopped. A truck horse had fallen.,"The traffic having been interrupted, a vast throng of fiacres and omnibuses had gathered there. Arsène Lupin looked out. Another prison-van had stopped close to the one he occupied."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_917,Arsene Lupin_FR_EN_batch_02_item_16,precedence,Arsène Lupin looked out. Another prison-van had stopped close to the one he occupied.,"He moved the plate still farther, put his foot on one of the spokes of the wheel and leaped to the ground. A coachman saw him, roared with laughter, then tried to raise an outcry, but his voice was lost in the noise of the traffic that had commenced to move again."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_919,Arsene Lupin_FR_EN_batch_02_item_17,conjunction,"He had run for a few steps; but, once upon the sidewalk, he turned and looked around; he seemed to scent the wind like a person who is uncertain which direction to take. Then, having decided, he put his hands in his pockets, and, with the careless air of an idle stroller, he proceeded up the boulevard.","It was a warm, bright autumn day, and the cafés were full. He took a seat on the terrace of one of them."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_919,Arsene Lupin_FR_EN_batch_02_item_18,result,"Then, having decided, he put his hands in his pockets, and, with the careless air of an idle stroller, he proceeded up the boulevard. It was a warm, bright autumn day, and the cafés were full.",He took a seat on the terrace of one of them. He ordered a bock and a package of cigarettes.
implicit ,novel,Arsene Lupin_FR_EN_paragraph_945,Arsene Lupin_FR_EN_batch_02_item_19,result,"The sentinel eyed him from head to foot, in astonishment. Then, without a word, he rang a bell.","The iron gate was partly opened, and Arsène stepped inside. Almost immediately he encountered the keeper of the prison, gesticulating and feigning a violent anger."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_977,Arsene Lupin_FR_EN_batch_02_item_20,precedence,Arsène Lupin was changed to another cell. The judge closed his preliminary investigation.,"No further proceedings were taken in his case for a period of two months, during which time Arsène was seen almost constantly lying on his bed with his face turned toward the wall. The changing of his cell seemed to discourage him."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_977,Arsene Lupin_FR_EN_batch_03_item_01,conjunction,"The judge closed his preliminary investigation. No further proceedings were taken in his case for a period of two months, during which time Arsène was seen almost constantly lying on his bed with his face turned toward the wall.",The changing of his cell seemed to discourage him. He refused to see his advocate.
implicit ,novel,Arsene Lupin_FR_EN_paragraph_977,Arsene Lupin_FR_EN_batch_03_item_02,conjunction,"No further proceedings were taken in his case for a period of two months, during which time Arsène was seen almost constantly lying on his bed with his face turned toward the wall. The changing of his cell seemed to discourage him.",He refused to see his advocate. He exchanged only a few necessary words with his keepers.
implicit ,novel,Arsene Lupin_FR_EN_paragraph_993,Arsene Lupin_FR_EN_batch_03_item_03,reason,It was under these conditions that the trial commenced. An enormous crowd gathered at the court.,Everybody wished to see the famous Arsène Lupin. They had a gleeful anticipation that the prisoner would play some audacious pranks upon the judge.
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1015,Arsene Lupin_FR_EN_batch_03_item_04,arg2-as-detail,"“For, despite the most diligent search, your past history remains unknown. Your case is unique in the annals of crime.","We know not whom you are, whence you came, your birth and breeding--all is a mystery to us. Three years ago you appeared in our midst as Arsène Lupin, presenting to us a strange combination of intelligence and perversion, immorality and generosity."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1015,Arsene Lupin_FR_EN_batch_03_item_05,arg2-as-detail,"Your case is unique in the annals of crime. We know not whom you are, whence you came, your birth and breeding--all is a mystery to us.","Three years ago you appeared in our midst as Arsène Lupin, presenting to us a strange combination of intelligence and perversion, immorality and generosity. Our knowledge of your life prior to that date is vague and problematical."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1015,Arsene Lupin_FR_EN_batch_03_item_06,arg2-as-denier,"We know not whom you are, whence you came, your birth and breeding--all is a mystery to us. Three years ago you appeared in our midst as Arsène Lupin, presenting to us a strange combination of intelligence and perversion, immorality and generosity.","Our knowledge of your life prior to that date is vague and problematical. It may be that the man called Rostat who, eight years ago, worked with Dickson, the prestidigitator, was none other than Arsène Lupin."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1015,Arsene Lupin_FR_EN_batch_03_item_07,arg2-as-instance,"Three years ago you appeared in our midst as Arsène Lupin, presenting to us a strange combination of intelligence and perversion, immorality and generosity. Our knowledge of your life prior to that date is vague and problematical.","It may be that the man called Rostat who, eight years ago, worked with Dickson, the prestidigitator, was none other than Arsène Lupin. It is probable that the Russian student who, six years ago, attended the laboratory of Doctor Altier at the Saint Louis Hospital, and who often astonished the doctor by the ingenuity of his hypotheses on subjects of bacteriology and the boldness of his experiments in diseases of the skin, was none other than Arsène Lupin."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1033,Arsene Lupin_FR_EN_batch_03_item_08,conjunction,From the beginning the actions of the veteran detective appeared strange and unaccountable. He was nervous and ill at ease.,"Several times he looked at the prisoner, with obvious doubt and anxiety. Then, with his hands resting on the rail in front of him, he recounted the events in which he had participated, including his pursuit of the prisoner across Europe and his arrival in America."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1033,Arsene Lupin_FR_EN_batch_03_item_09,result,"Several times he looked at the prisoner, with obvious doubt and anxiety. Then, with his hands resting on the rail in front of him, he recounted the events in which he had participated, including his pursuit of the prisoner across Europe and his arrival in America.","He was listened to with great avidity, as his capture of Arsène Lupin was well known to everyone through the medium of the press. Toward the close of his testimony, after referring to his conversations with Arsène Lupin, he stopped, twice, embarrassed and undecided."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1103,Arsene Lupin_FR_EN_batch_03_item_10,precedence,"The engaging manner of the judge was calculated to disarm the mistrust and awaken the understanding of the accused man. He tried to reply. Finally, under clever and gentle questioning, he succeeded in framing a few phrases from which the following story was gleaned: Two months ago he had been taken to the Dépôt, examined and released.","As he was leaving the building, a free man, he was seized by two guards and placed in the prison-van. Since then he had occupied cell 24."
implicit ,novel,Arsene Lupin_FR_EN_paragraph_1115,Arsene Lupin_FR_EN_batch_03_item_11,arg2-as-detail,"Baudru Désiré was turned over to the anthropological service; they had never seen anything like him. However, they easily traced his past history.","He was known at Courbevois, at Asnières and at Levallois. He lived on alms and slept in one of those rag-picker’s huts near the barrier de Ternes."
