itemid	datasource	genre	subgenre	orig_lang	speaker_id	reflabel	observations	maxagree	majority_softlabel	majoritylabel_sampled	majority_distrlabel20	majority_distrlabel40	arg1	arg2	sent1	sent2
Hitchhikers_Guide_to_the_Galaxy_EN_batch_03_item_14	Hitchhikers_Guide_to_the_Galaxy_EN_paragraph_23	novel	NA	English	NA	NA	10	0.4	synchronous:0; precedence:0.4; succession:0.2; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	precedence	succession;precedence;arg2-as-detail	precedence	Again, all done for effect as much as anything. Zaphod stepped through the wall of the globe and relaxed on the sofa.	He spread his two arms lazily along the back and with the third brushed some dust off his knee. His heads looked about, smiling; he put his feet up.	Zaphod stepped through the wall of the globe and relaxed on the sofa.	He spread his two arms lazily along the back and with the third brushed some dust off his knee.
Hitchhikers_Guide_to_the_Galaxy_EN_batch_03_item_15	Hitchhikers_Guide_to_the_Galaxy_EN_paragraph_23	novel	NA	English	NA	NA	10	0.5	synchronous:0.1; precedence:0.5; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	precedence	precedence;conjunction	precedence	Zaphod stepped through the wall of the globe and relaxed on the sofa. He spread his two arms lazily along the back and with the third brushed some dust off his knee.	His heads looked about, smiling; he put his feet up. At any moment, he thought, he might scream.  Water boiled up beneath the bubble, it seethed and spouted.	He spread his two arms lazily along the back and with the third brushed some dust off his knee.	His heads looked about, smiling; he put his feet up.
Hitchhikers_Guide_to_the_Galaxy_EN_batch_03_item_16	Hitchhikers_Guide_to_the_Galaxy_EN_paragraph_23	novel	NA	English	NA	NA	10	0.4	synchronous:0; precedence:0.4; succession:0.1; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	precedence	precedence;arg2-as-detail;conjunction	precedence	At any moment, he thought, he might scream. Water boiled up beneath the bubble, it seethed and spouted.	The bubble surged into the air, bobbing and rolling on the water spout. Up, up it climbed, throwing stilts of light at the cliff.	Water boiled up beneath the bubble, it seethed and spouted.	The bubble surged into the air, bobbing and rolling on the water spout.
Hitchhikers_Guide_to_the_Galaxy_EN_batch_03_item_17	Hitchhikers_Guide_to_the_Galaxy_EN_paragraph_23	novel	NA	English	NA	NA	10	0.3	synchronous:0; precedence:0.2; succession:0; reason:0; result:0.3; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	precedence;conjunction;arg2-as-detail;result	arg2-as-detail	Water boiled up beneath the bubble, it seethed and spouted. The bubble surged into the air, bobbing and rolling on the water spout.	Up, up it climbed, throwing stilts of light at the cliff. Up it surged on the jet, the water falling from beneath it, crashing back into the sea hundreds of feet below.	The bubble surged into the air, bobbing and rolling on the water spout.	Up, up it climbed, throwing stilts of light at the cliff.
Hitchhikers_Guide_to_the_Galaxy_EN_batch_03_item_18	Hitchhikers_Guide_to_the_Galaxy_EN_paragraph_23	novel	NA	English	NA	NA	10	0.5	synchronous:0; precedence:0.2; succession:0; reason:0; result:0.2; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.1; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	precedence;arg2-as-detail;result	arg2-as-detail	The bubble surged into the air, bobbing and rolling on the water spout. Up, up it climbed, throwing stilts of light at the cliff.	Up it surged on the jet, the water falling from beneath it, crashing back into the sea hundreds of feet below. Zaphod smiled, picturing himself.  A thoroughly ridiculous form of transport, but a thoroughly beautiful one.	Up, up it climbed, throwing stilts of light at the cliff.	Up it surged on the jet, the water falling from beneath it, crashing back into the sea hundreds of feet below.
Hitchhikers_Guide_to_the_Galaxy_EN_batch_03_item_19	Hitchhikers_Guide_to_the_Galaxy_EN_paragraph_23	novel	NA	English	NA	NA	10	0.3	synchronous:0; precedence:0.1; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.3; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-instance	arg2-as-detail;arg2-as-instance;conjunction	arg2-as-instance	Zaphod smiled, picturing himself. A thoroughly ridiculous form of transport, but a thoroughly beautiful one.	At the top of the cliff the globe wavered for a moment, tipped on to a railed ramp, rolled down it to a small concave platform and riddled to a halt. To tremendous applause Zaphod Beeblebrox stepped out of the bubble, his orange sash blazing in the light.	A thoroughly ridiculous form of transport, but a thoroughly beautiful one.	At the top of the cliff the globe wavered for a moment, tipped on to a railed ramp, rolled down it to a small concave platform and riddled to a halt.
Hitchhikers_Guide_to_the_Galaxy_EN_batch_03_item_20	Hitchhikers_Guide_to_the_Galaxy_EN_paragraph_23	novel	NA	English	NA	NA	10	0.6	synchronous:0; precedence:0.6; succession:0.2; reason:0; result:0.2; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	precedence	precedence;succession;result	precedence	A thoroughly ridiculous form of transport, but a thoroughly beautiful one. At the top of the cliff the globe wavered for a moment, tipped on to a railed ramp, rolled down it to a small concave platform and riddled to a halt.	To tremendous applause Zaphod Beeblebrox stepped out of the bubble, his orange sash blazing in the light. The President of the Galaxy had arrived.	At the top of the cliff the globe wavered for a moment, tipped on to a railed ramp, rolled down it to a small concave platform and riddled to a halt.	To tremendous applause Zaphod Beeblebrox stepped out of the bubble, his orange sash blazing in the light.
Hitchhikers_Guide_to_the_Galaxy_EN_batch_04_item_01	Hitchhikers_Guide_to_the_Galaxy_EN_paragraph_23	novel	NA	English	NA	NA	10	0.3	synchronous:0.2; precedence:0; succession:0; reason:0.1; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;conjunction;synchronous	arg2-as-detail	He waited for the applause to die down, then raised his hands in greeting.  \"Hi,\" he said. A government spider sidled up to him and attempted to press a copy of his prepared speech into his hands.	Pages three to seven of the original version were at the moment floating soggily on the Damogran sea some five miles out from the bay. Pages one and two had been salvaged by a Damogran Frond Crested Eagle and had already become incorporated into an extraordinary new form of nest which the eagle had invented.	A government spider sidled up to him and attempted to press a copy of his prepared speech into his hands.	Pages three to seven of the original version were at the moment floating soggily on the Damogran sea some five miles out from the bay.
The_Great_Gatsby_EN_batch_01_item_01	The_Great_Gatsby_EN_paragraph_01	novel	NA	English	NA	NA	10	0.3	synchronous:0; precedence:0.1; succession:0; reason:0.2; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg2-as-detail;conjunction;reason	conjunction	I am still a little afraid of missing something if I forget that, as my father snobbishly suggested, and I snobbishly repeat, a sense of the fundamental decencies is parcelled out unequally at birth. And, after boasting this way of my tolerance, I come to the admission that it has a limit.	Conduct may be founded on the hard rock or the wet marshes, but after a certain point I don���t care what it���s founded on. When I came back from the East last autumn I felt that I wanted the world to be in uniform and at a sort of moral attention forever; I wanted no more riotous excursions with privileged glimpses into the human heart.	And, after boasting this way of my tolerance, I come to the admission that it has a limit.	Conduct may be founded on the hard rock or the wet marshes, but after a certain point I don���������t care what it���������s founded on.
The_Great_Gatsby_EN_batch_01_item_02	The_Great_Gatsby_EN_paragraph_01	novel	NA	English	NA	NA	10	0.3	synchronous:0; precedence:0; succession:0.1; reason:0.1; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;arg2-as-detail	conjunction	And, after boasting this way of my tolerance, I come to the admission that it has a limit. Conduct may be founded on the hard rock or the wet marshes, but after a certain point I don���t care what it���s founded on.	When I came back from the East last autumn I felt that I wanted the world to be in uniform and at a sort of moral attention forever; I wanted no more riotous excursions with privileged glimpses into the human heart. Only Gatsby, the man who gives his name to this book, was exempt from my reaction ��� Gatsby, who represented everything for which I have an unaffected scorn.	Conduct may be founded on the hard rock or the wet marshes, but after a certain point I don���������t care what it���������s founded on.	When I came back from the East last autumn I felt that I wanted the world to be in uniform and at a sort of moral attention forever; I wanted no more riotous excursions with privileged glimpses into the human heart.
The_Great_Gatsby_EN_batch_01_item_03	The_Great_Gatsby_EN_paragraph_01	novel	NA	English	NA	NA	10	0.5	synchronous:0; precedence:0.5; succession:0; reason:0; result:0.3; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	precedence	result;precedence;arg2-as-detail	precedence	I never saw this great- uncle, but I���m supposed to look like him ��� with special reference to the rather hard- boiled painting that hangs in father���s office. I graduated from New Haven in 1915, just a quarter of a century after my father, and a little later I participated in that delayed Teutonic migration known as the Great War.	I enjoyed the counter- raid so thoroughly that I came back restless. Instead of being the warm centre of the world, the Middle West now seemed like the ragged edge of the universe ��� so I decided to go East and learn the bond business.	I graduated from New Haven in 1915, just a quarter of a century after my father, and a little later I participated in that delayed Teutonic migration known as the Great War.	I enjoyed the counter- raid so thoroughly that I came back restless.
The_Great_Gatsby_EN_batch_01_item_04	The_Great_Gatsby_EN_paragraph_01	novel	NA	English	NA	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0.5; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.1; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0.1; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	reason	reason	I enjoyed the counter- raid so thoroughly that I came back restless. Instead of being the warm centre of the world, the Middle West now seemed like the ragged edge of the universe ��� so I decided to go East and learn the bond business.	Everybody I knew was in the bond business, so I supposed it could support one more single man. All my aunts and uncles talked it over as if they were choosing a prep school for me, and finally said, ��� Why ��� ye- es, ���with very grave, hesitant faces. Father agreed to finance me for a year, and after various delays I came East, permanently, I thought, in the spring of twenty- two.	Instead of being the warm centre of the world, the Middle West now seemed like the ragged edge of the universe ��������� so I decided to go East and learn the bond business.	Everybody I knew was in the bond business, so I supposed it could support one more single man.
The_Great_Gatsby_EN_batch_01_item_05	The_Great_Gatsby_EN_paragraph_02	novel	NA	English	NA	NA	10	0.2	synchronous:0; precedence:0; succession:0.1; reason:0.2; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0.1; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0.1; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0.1; arg1-as-subst:0; differentcon:0; norel:0	reason	reason	reason	he asked helplessly. I told him. And as I walked on I was lonely no longer.	I was a guide, a pathfinder, an original settler. He had casually conferred on me the freedom of the neighbourhood.	And as I walked on I was lonely no longer.	I was a guide, a pathfinder, an original settler.
The_Great_Gatsby_EN_batch_01_item_06	The_Great_Gatsby_EN_paragraph_02	novel	NA	English	NA	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;arg2-as-detail	conjunction;arg2-as-detail	It was a matter of chance that I should have rented a house in one of the strangest communities in North America. It was on that slender riotous island which extends itself due east of New York ��� and where there are, among other natural curiosities, two unusual formations of land.	Twenty miles from the city a pair of enormous eggs, identical in contour and separated only by a courtesy bay, jut out into the most domesticated body of salt water in the Western hemisphere, the great wet barnyard of Long Island Sound. They are not perfect ovals ��� like the egg in the Columbus story, they are both crushed flat at the contact end ��� but their physical resemblance must be a source of perpetual wonder to the gulls that fly overhead.	It was on that slender riotous island which extends itself due east of New York ��������� and where there are, among other natural curiosities, two unusual formations of land.	Twenty miles from the city a pair of enormous eggs, identical in contour and separated only by a courtesy bay, jut out into the most domesticated body of salt water in the Western hemisphere, the great wet barnyard of Long Island Sound.
The_Great_Gatsby_EN_batch_01_item_07	The_Great_Gatsby_EN_paragraph_02	novel	NA	English	NA	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;conjunction	arg2-as-detail;conjunction	It was on that slender riotous island which extends itself due east of New York ��� and where there are, among other natural curiosities, two unusual formations of land. Twenty miles from the city a pair of enormous eggs, identical in contour and separated only by a courtesy bay, jut out into the most domesticated body of salt water in the Western hemisphere, the great wet barnyard of Long Island Sound.	They are not perfect ovals ��� like the egg in the Columbus story, they are both crushed flat at the contact end ��� but their physical resemblance must be a source of perpetual wonder to the gulls that fly overhead. To the wingless a more interesting phenomenon is their dissimilarity in every particular except shape and size.	Twenty miles from the city a pair of enormous eggs, identical in contour and separated only by a courtesy bay, jut out into the most domesticated body of salt water in the Western hemisphere, the great wet barnyard of Long Island Sound.	They are not perfect ovals ��������� like the egg in the Columbus story, they are both crushed flat at the contact end ��������� but their physical resemblance must be a source of perpetual wonder to the gulls that fly overhead.
The_Great_Gatsby_EN_batch_01_item_08	The_Great_Gatsby_EN_paragraph_02	novel	NA	English	NA	NA	10	0.4	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0.1; arg2-as-detail:0.4; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.1; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	conjunction;arg2-as-detail	arg2-as-detail	To the wingless a more interesting phenomenon is their dissimilarity in every particular except shape and size. I lived at West Egg, the ��� well, the less fashionable of the two, though this is a most superficial tag to express the bizarre and not a little sinister contrast between them.	My house was at the very tip of the egg, only fifty yards from the Sound, and squeezed between two huge places that rented for twelve or fifteen thousand a season. The one on my right was a colossal affair by any standard ��� it was a factual imitation of some H��tel de Ville in Normandy, with a tower on one side, spanking new under a thin beard of raw ivy, and a marble swimming pool, and more than forty acres of lawn and garden. It was Gatsby���s mansion. Or, rather, as I didn���t know Mr. Gatsby, it was a mansion inhabited by a gentleman of that name.	I lived at West Egg, the ��������� well, the less fashionable of the two, though this is a most superficial tag to express the bizarre and not a little sinister contrast between them.	My house was at the very tip of the egg, only fifty yards from the Sound, and squeezed between two huge places that rented for twelve or fifteen thousand a season.
The_Great_Gatsby_EN_batch_01_item_09	The_Great_Gatsby_EN_paragraph_03	novel	NA	English	NA	NA	10	0.8	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.8; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;conjunction	arg2-as-detail	This was a permanent move, said Daisy over the telephone, but I didn���t believe it ��� I had no sight into Daisy���s heart, but I felt that Tom would drift on forever seeking, a little wistfully, for the dramatic turbulence of some irrecoverable football game. And so it happened that on a warm windy evening I drove over to East Egg to see two old friends whom I scarcely knew at all. Their house was even more elaborate than I expected, a cheerful red- and- white Georgian Colonial mansion, overlooking the bay.	The lawn started at the beach and ran towards the front door for a quarter of a mile, jumping over sundials and brick walks and burning gardens ��� finally when it reached the house drifting up the side in bright vines as though from the momentum of its run. The front was broken by a line of French windows, glowing now with reflected gold and wide open to the warm windy afternoon, and Tom Buchanan in riding clothes was standing with his legs apart on the front porch.	Their house was even more elaborate than I expected, a cheerful red- and- white Georgian Colonial mansion, overlooking the bay.	The lawn started at the beach and ran towards the front door for a quarter of a mile, jumping over sundials and brick walks and burning gardens ��������� finally when it reached the house drifting up the side in bright vines as though from the momentum of its run.
The_Great_Gatsby_EN_batch_01_item_10	The_Great_Gatsby_EN_paragraph_03	novel	NA	English	NA	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0.1; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.5; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-manner	arg2-as-manner	arg2-as-manner	The front was broken by a line of French windows, glowing now with reflected gold and wide open to the warm windy afternoon, and Tom Buchanan in riding clothes was standing with his legs apart on the front porch. He had changed since his New Haven years.	Now he was a sturdy straw- haired man of thirty, with a rather hard mouth and a supercilious manner. Two shining arrogant eyes had established dominance over his face and gave him the appearance of always leaning aggressively forward.	He had changed since his New Haven years.	Now he was a sturdy straw- haired man of thirty, with a rather hard mouth and a supercilious manner.
The_Great_Gatsby_EN_batch_01_item_11	The_Great_Gatsby_EN_paragraph_03	novel	NA	English	NA	NA	10	0.6	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.6; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;conjunction	arg2-as-detail;conjunction	He had changed since his New Haven years. Now he was a sturdy straw- haired man of thirty, with a rather hard mouth and a supercilious manner.	Two shining arrogant eyes had established dominance over his face and gave him the appearance of always leaning aggressively forward. Not even the effeminate swank of his riding clothes could hide the enormous power of that body ��� he seemed to fill those glistening boots until he strained the top lacing, and you could see a great pack of muscle shifting when his shoulder moved under his thin coat.	Now he was a sturdy straw- haired man of thirty, with a rather hard mouth and a supercilious manner.	Two shining arrogant eyes had established dominance over his face and gave him the appearance of always leaning aggressively forward.
The_Great_Gatsby_EN_batch_01_item_12	The_Great_Gatsby_EN_paragraph_03	novel	NA	English	NA	NA	10	0.6	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.6; disjunction:0; arg1-as-instance:0.2; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg1-as-instance;conjunction	conjunction	Now he was a sturdy straw- haired man of thirty, with a rather hard mouth and a supercilious manner. Two shining arrogant eyes had established dominance over his face and gave him the appearance of always leaning aggressively forward.	Not even the effeminate swank of his riding clothes could hide the enormous power of that body ��� he seemed to fill those glistening boots until he strained the top lacing, and you could see a great pack of muscle shifting when his shoulder moved under his thin coat. It was a body capable of enormous leverage ��� a cruel body.	Two shining arrogant eyes had established dominance over his face and gave him the appearance of always leaning aggressively forward.	Not even the effeminate swank of his riding clothes could hide the enormous power of that body ��������� he seemed to fill those glistening boots until he strained the top lacing, and you could see a great pack of muscle shifting when his shoulder moved under his thin coat.
The_Great_Gatsby_EN_batch_01_item_13	The_Great_Gatsby_EN_paragraph_04	novel	NA	English	NA	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0.1; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;conjunction	arg2-as-detail;conjunction	Then there was a boom as Tom Buchanan shut the rear windows and the caught wind died out about the room, and the curtains and the rugs and the two young women ballooned slowly to the floor. The younger of the two was a stranger to me.	She was extended full length at her end of the divan, completely motionless, and with her chin raised a little, as if she were balancing something on it which was quite likely to fall. If she saw me out of the corner of her eyes she gave no hint of it ��� indeed, I was almost surprised into murmuring an apology for having disturbed her by coming in.	The younger of the two was a stranger to me.	She was extended full length at her end of the divan, completely motionless, and with her chin raised a little, as if she were balancing something on it which was quite likely to fall.
