itemid	datasource	genre	subgenre	orig_lang	speaker_id	reflabel	Category	maj_agreement_ref_dc	maj_agreement_ref_qa	observations_qa	maxagree_qa	majority_softlabel_qa	majoritylabel_sampled_qa	majority_distrlabel20_qa	majority_distrlabel40_qa	arg1	arg2	sent1	sent2
wiki_421	0041_Protein	wikipedia	NA	English	NA	arg2-as-detail,conjunction	arg2-as-detail+conjunction	y	y	10	0.5	synchronous:0; precedence:0; succession:0; reason:0.1; result:0; arg1-as-cond:0.1; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;conjunction	arg2-as-detail	A linear chain of amino acid residues is called a polypeptide. A protein contains at least one long polypeptide. Short polypeptides, containing less than 20–30 residues, are rarely considered to be proteins and are commonly called peptides, or sometimes oligopeptides. The individual amino acid residues are bonded together by peptide bonds and adjacent amino acid residues.	The sequence of amino acid residues in a protein is defined by the sequence of a gene, which is encoded in the genetic code. In general, the genetic code specifies 20 standard amino acids; but in certain organisms the genetic code can include selenocysteine and — in certain archaea — pyrrolysine.	The individual amino acid residues are bonded together by peptide bonds and adjacent amino acid residues.	The sequence of amino acid residues in a protein is defined by the sequence of a gene, which is encoded in the genetic code.
wiki_422	0041_Protein	wikipedia	NA	English	NA	arg2-as-detail	arg2-as-detail	n	y	10	0.6	synchronous:0; precedence:0; succession:0; reason:0.1; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.6; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	conjunction;arg2-as-detail	arg2-as-detail	A linear chain of amino acid residues is called a polypeptide. A protein contains at least one long polypeptide. Short polypeptides, containing less than 20–30 residues, are rarely considered to be proteins and are commonly called peptides, or sometimes oligopeptides. The individual amino acid residues are bonded together by peptide bonds and adjacent amino acid residues. The sequence of amino acid residues in a protein is defined by the sequence of a gene, which is encoded in the genetic code.	In general, the genetic code specifies 20 standard amino acids; but in certain organisms the genetic code can include selenocysteine and — in certain archaea — pyrrolysine. Shortly after or even during synthesis, the residues in a protein are often chemically modified by post- translational modification, which alters the physical and chemical properties, folding, stability, activity, and ultimately, the function of the proteins.	The sequence of amino acid residues in a protein is defined by the sequence of a gene, which is encoded in the genetic code.	In general, the genetic code specifies 20 standard amino acids; but in certain organisms the genetic code can include selenocysteine and — in certain archaea — pyrrolysine.
wiki_423	0041_Protein	wikipedia	NA	English	NA	conjunction	conjunction	y	y	10	0.5	synchronous:0; precedence:0.1; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.2; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg2-as-detail;contrast;conjunction	conjunction	A linear chain of amino acid residues is called a polypeptide. A protein contains at least one long polypeptide. Short polypeptides, containing less than 20–30 residues, are rarely considered to be proteins and are commonly called peptides, or sometimes oligopeptides. The individual amino acid residues are bonded together by peptide bonds and adjacent amino acid residues. The sequence of amino acid residues in a protein is defined by the sequence of a gene, which is encoded in the genetic code. In general, the genetic code specifies 20 standard amino acids; but in certain organisms the genetic code can include selenocysteine and — in certain archaea — pyrrolysine.	Shortly after or even during synthesis, the residues in a protein are often chemically modified by post- translational modification, which alters the physical and chemical properties, folding, stability, activity, and ultimately, the function of the proteins. Some proteins have non- peptide groups attached, which can be called prosthetic groups or cofactors.	In general, the genetic code specifies 20 standard amino acids; but in certain organisms the genetic code can include selenocysteine and — in certain archaea — pyrrolysine.	Shortly after or even during synthesis, the residues in a protein are often chemically modified by post- translational modification, which alters the physical and chemical properties, folding, stability, activity, and ultimately, the function of the proteins.
wiki_424	0041_Protein	wikipedia	NA	English	NA	arg2-as-detail,conjunction	arg2-as-detail+conjunction	y	y	10	0.6	synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.6; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0.1; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction	conjunction	A linear chain of amino acid residues is called a polypeptide. A protein contains at least one long polypeptide. Short polypeptides, containing less than 20–30 residues, are rarely considered to be proteins and are commonly called peptides, or sometimes oligopeptides. The individual amino acid residues are bonded together by peptide bonds and adjacent amino acid residues. The sequence of amino acid residues in a protein is defined by the sequence of a gene, which is encoded in the genetic code. In general, the genetic code specifies 20 standard amino acids; but in certain organisms the genetic code can include selenocysteine and — in certain archaea — pyrrolysine. Shortly after or even during synthesis, the residues in a protein are often chemically modified by post- translational modification, which alters the physical and chemical properties, folding, stability, activity, and ultimately, the function of the proteins.	Some proteins have non- peptide groups attached, which can be called prosthetic groups or cofactors. Proteins can also work together to achieve a particular function, and they often associate to form stable protein complexes.	Shortly after or even during synthesis, the residues in a protein are often chemically modified by post- translational modification, which alters the physical and chemical properties, folding, stability, activity, and ultimately, the function of the proteins.	Some proteins have non- peptide groups attached, which can be called prosthetic groups or cofactors.
wiki_425	0041_Protein	wikipedia	NA	English	NA	arg2-as-detail,conjunction	arg2-as-detail+conjunction	n	y	10	0.4	synchronous:0; precedence:0; succession:0; reason:0.1; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.2; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;arg1-as-detail;arg2-as-detail	conjunction	A linear chain of amino acid residues is called a polypeptide. A protein contains at least one long polypeptide. Short polypeptides, containing less than 20–30 residues, are rarely considered to be proteins and are commonly called peptides, or sometimes oligopeptides. The individual amino acid residues are bonded together by peptide bonds and adjacent amino acid residues. The sequence of amino acid residues in a protein is defined by the sequence of a gene, which is encoded in the genetic code. In general, the genetic code specifies 20 standard amino acids; but in certain organisms the genetic code can include selenocysteine and — in certain archaea — pyrrolysine. Shortly after or even during synthesis, the residues in a protein are often chemically modified by post- translational modification, which alters the physical and chemical properties, folding, stability, activity, and ultimately, the function of the proteins. Some proteins have non- peptide groups attached, which can be called prosthetic groups or cofactors. Proteins can also work together to achieve a particular function, and they often associate to form stable protein complexes. Once formed, proteins only exist for a certain period and are then degraded and recycled by the cell's machinery through the process of protein turnover.	A protein's lifespan is measured in terms of its half- life and covers a wide range. They can exist for minutes or years with an average lifespan of 1–2 days in mammalian cells.	Once formed, proteins only exist for a certain period and are then degraded and recycled by the cell's machinery through the process of protein turnover.	A protein's lifespan is measured in terms of its half- life and covers a wide range.
wiki_426	0041_Protein	wikipedia	NA	English	NA	arg2-as-detail	arg2-as-detail	n	y	10	0.4	synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.4; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-instance;arg2-as-detail	arg2-as-instance;arg2-as-detail	Once formed, proteins only exist for a certain period and are then degraded and recycled by the cell's machinery through the process of protein turnover. A protein's lifespan is measured in terms of its half- life and covers a wide range.	They can exist for minutes or years with an average lifespan of 1–2 days in mammalian cells. Abnormal or misfolded proteins are degraded more rapidly either due to being targeted for destruction or due to being unstable.	A protein's lifespan is measured in terms of its half- life and covers a wide range.	They can exist for minutes or years with an average lifespan of 1–2 days in mammalian cells.
wiki_427	0041_Protein	wikipedia	NA	English	NA	conjunction	conjunction	y	y	10	0.5	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.1; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.3; arg1-as-detail:0.1; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg2-as-instance;conjunction	conjunction	Once formed, proteins only exist for a certain period and are then degraded and recycled by the cell's machinery through the process of protein turnover. A protein's lifespan is measured in terms of its half- life and covers a wide range. They can exist for minutes or years with an average lifespan of 1–2 days in mammalian cells. Abnormal or misfolded proteins are degraded more rapidly either due to being targeted for destruction or due to being unstable. Like other biological macromolecules such as polysaccharides and nucleic acids, proteins are essential parts of organisms and participate in virtually every process within cells.	Many proteins are enzymes that catalyse biochemical reactions and are vital to metabolism. Proteins also have structural or mechanical functions, such as actin and myosin in muscle and the proteins in the cytoskeleton, which form a system of scaffolding that maintains cell shape.	Like other biological macromolecules such as polysaccharides and nucleic acids, proteins are essential parts of organisms and participate in virtually every process within cells.	Many proteins are enzymes that catalyse biochemical reactions and are vital to metabolism.
wiki_428	0041_Protein	wikipedia	NA	English	NA	contrast,conjunction	conjunction+contrast	y	y	10	0.6	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0.2; similarity:0; conjunction:0.6; disjunction:0.1; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;contrast	conjunction	Like other biological macromolecules such as polysaccharides and nucleic acids, proteins are essential parts of organisms and participate in virtually every process within cells. Many proteins are enzymes that catalyse biochemical reactions and are vital to metabolism. Proteins also have structural or mechanical functions, such as actin and myosin in muscle and the proteins in the cytoskeleton, which form a system of scaffolding that maintains cell shape.	Other proteins are important in cell signaling, immune responses, cell adhesion, and the cell cycle. In animals, proteins are needed in the diet to provide the essential amino acids that can not be synthesized.	Proteins also have structural or mechanical functions, such as actin and myosin in muscle and the proteins in the cytoskeleton, which form a system of scaffolding that maintains cell shape.	Other proteins are important in cell signaling, immune responses, cell adhesion, and the cell cycle.
wiki_429	0041_Protein	wikipedia	NA	English	NA	conjunction	conjunction	y	y	10	0.5	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.2; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.3; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg2-as-instance;conjunction;contrast	conjunction	Like other biological macromolecules such as polysaccharides and nucleic acids, proteins are essential parts of organisms and participate in virtually every process within cells. Many proteins are enzymes that catalyse biochemical reactions and are vital to metabolism. Proteins also have structural or mechanical functions, such as actin and myosin in muscle and the proteins in the cytoskeleton, which form a system of scaffolding that maintains cell shape. Other proteins are important in cell signaling, immune responses, cell adhesion, and the cell cycle.	In animals, proteins are needed in the diet to provide the essential amino acids that can not be synthesized. Digestion breaks the proteins down for use in the metabolism.	Other proteins are important in cell signaling, immune responses, cell adhesion, and the cell cycle.	In animals, proteins are needed in the diet to provide the essential amino acids that can not be synthesized.
wiki_430	0041_Protein	wikipedia	NA	English	NA	arg2-as-detail,conjunction	arg2-as-detail+conjunction	n	y	10	0.5	synchronous:0; precedence:0.1; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0.1; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.1; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail	arg2-as-detail	Like other biological macromolecules such as polysaccharides and nucleic acids, proteins are essential parts of organisms and participate in virtually every process within cells. Many proteins are enzymes that catalyse biochemical reactions and are vital to metabolism. Proteins also have structural or mechanical functions, such as actin and myosin in muscle and the proteins in the cytoskeleton, which form a system of scaffolding that maintains cell shape. Other proteins are important in cell signaling, immune responses, cell adhesion, and the cell cycle. In animals, proteins are needed in the diet to provide the essential amino acids that can not be synthesized.	Digestion breaks the proteins down for use in the metabolism.	In animals, proteins are needed in the diet to provide the essential amino acids that can not be synthesized.	Digestion breaks the proteins down for use in the metabolism.
wiki_431	0041_Protein	wikipedia	NA	English	NA	arg2-as-instance,arg2-as-detail	arg2-as-detail+arg2-as-instance	y	y	10	0.5	synchronous:0.1; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	conjunction;arg2-as-detail	arg2-as-detail	Like other biological macromolecules such as polysaccharides and nucleic acids, proteins are essential parts of organisms and participate in virtually every process within cells. Many proteins are enzymes that catalyse biochemical reactions and are vital to metabolism. Proteins also have structural or mechanical functions, such as actin and myosin in muscle and the proteins in the cytoskeleton, which form a system of scaffolding that maintains cell shape. Other proteins are important in cell signaling, immune responses, cell adhesion, and the cell cycle. In animals, proteins are needed in the diet to provide the essential amino acids that can not be synthesized. Digestion breaks the proteins down for use in the metabolism. Proteins may be purified from other cellular components using a variety of techniques such as ultracentrifugation, precipitation, electrophoresis, and chromatography; the advent of genetic engineering has made possible a number of methods to facilitate purification.	Methods commonly used to study protein structure and function include immunohistochemistry, site- directed mutagenesis, X- ray crystallography, nuclear magnetic resonance and mass spectrometry.	Proteins may be purified from other cellular components using a variety of techniques such as ultracentrifugation, precipitation, electrophoresis, and chromatography; the advent of genetic engineering has made possible a number of methods to facilitate purification.	Methods commonly used to study protein structure and function include immunohistochemistry, site- directed mutagenesis, X- ray crystallography, nuclear magnetic resonance and mass spectrometry.
wiki_440	0043_Ship	wikipedia	NA	English	NA	conjunction	conjunction	n	n	10	0.4	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.2; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0.4; equivalence:0; arg1-as-manner:0.1; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	contrast;arg2-as-detail	arg2-as-detail	A ship is a large watercraft that travels the world's oceans and other sufficiently deep waterways, carrying goods or passengers, or in support of specialized missions, such as defense, research, and fishing.	Ships are generally distinguished from boats, based on size, shape, load capacity, and tradition. In the Age of Sail a \" ship\" was a sailing vessel defined by its sail plan of at least three square rigged masts and a full bowsprit.	A ship is a large watercraft that travels the world's oceans and other sufficiently deep waterways, carrying goods or passengers, or in support of specialized missions, such as defense, research, and fishing.	Ships are generally distinguished from boats, based on size, shape, load capacity, and tradition.
wiki_441	0043_Ship	wikipedia	NA	English	NA	arg2-as-detail,conjunction	arg2-as-detail+conjunction	n	y	10	0.5	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0.1; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;arg2-as-instance	arg2-as-detail	A ship is a large watercraft that travels the world's oceans and other sufficiently deep waterways, carrying goods or passengers, or in support of specialized missions, such as defense, research, and fishing. Ships are generally distinguished from boats, based on size, shape, load capacity, and tradition.	In the Age of Sail a \" ship\" was a sailing vessel defined by its sail plan of at least three square rigged masts and a full bowsprit. 	Ships are generally distinguished from boats, based on size, shape, load capacity, and tradition.	In the Age of Sail a \" ship\" was a sailing vessel defined by its sail plan of at least three square rigged masts and a full bowsprit.
wiki_442	0043_Ship	wikipedia	NA	English	NA	arg2-as-detail	arg2-as-detail	n	n	10	0.4	synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.4; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg2-as-instance;conjunction	arg2-as-instance;conjunction	A ship is a large watercraft that travels the world's oceans and other sufficiently deep waterways, carrying goods or passengers, or in support of specialized missions, such as defense, research, and fishing. Ships are generally distinguished from boats, based on size, shape, load capacity, and tradition. In the Age of Sail a \" ship\"was a sailing vessel defined by its sail plan of at least three square rigged masts and a full bowsprit. Ships have supported exploration, trade, warfare, migration, colonization, and science.	After the 15th century, new crops that had come from and to the Americas via the European seafarers significantly contributed to the world population growth. Ship transport is responsible for the largest portion of world commerce.	Ships have supported exploration, trade, warfare, migration, colonization, and science.	After the 15th century, new crops that had come from and to the Americas via the European seafarers significantly contributed to the world population growth.
wiki_443	0043_Ship	wikipedia	NA	English	NA	conjunction	conjunction	y	y	10	0.4	synchronous:0; precedence:0.1; succession:0; reason:0.1; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction	conjunction	Ships have supported exploration, trade, warfare, migration, colonization, and science. After the 15th century, new crops that had come from and to the Americas via the European seafarers significantly contributed to the world population growth.	Ship transport is responsible for the largest portion of world commerce.	After the 15th century, new crops that had come from and to the Americas via the European seafarers significantly contributed to the world population growth.	Ship transport is responsible for the largest portion of world commerce.
wiki_444	0043_Ship	wikipedia	NA	English	NA	arg2-as-detail	arg2-as-detail	y	y	10	0.8	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.8; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;conjunction	arg2-as-detail	Ships have supported exploration, trade, warfare, migration, colonization, and science. After the 15th century, new crops that had come from and to the Americas via the European seafarers significantly contributed to the world population growth. Ship transport is responsible for the largest portion of world commerce. As of 2016, there were more than 49,000 merchant ships, totaling almost 1.8 billion dead weight tons.	Of these 28% were oil tankers, 43% were bulk carriers, and 13% were container ships.	As of 2016, there were more than 49,000 merchant ships, totaling almost 1.8 billion dead weight tons.	Of these 28% were oil tankers, 43% were bulk carriers, and 13% were container ships.
wiki_445	0044_Diego Velázquez	wikipedia	NA	English	NA	arg2-as-detail,conjunction	arg2-as-detail+conjunction	y	y	10	0.8	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.8; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail	arg2-as-detail	Diego Rodríguez de Silva y Velázquez (baptized June 6, 1599 – August 6, 1660) was a Spanish painter, the leading artist in the court of King Philip IV and of the Spanish Golden Age.	He was an individualistic artist of the contemporary Baroque period. He began to paint in a precise tenebrist style, later developing a freer manner characterized by bold brushwork.	Diego Rodríguez de Silva y Velázquez (baptized June 6, 1599 – August 6, 1660) was a Spanish painter, the leading artist in the court of King Philip IV and of the Spanish Golden Age.	He was an individualistic artist of the contemporary Baroque period.
wiki_446	0044_Diego Velázquez	wikipedia	NA	English	NA	arg2-as-detail,conjunction	arg2-as-detail+conjunction	y	y	10	0.5	synchronous:0.1; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.2; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg2-as-manner;conjunction	conjunction	Diego Rodríguez de Silva y Velázquez (baptized June 6, 1599 – August 6, 1660) was a Spanish painter, the leading artist in the court of King Philip IV and of the Spanish Golden Age. He was an individualistic artist of the contemporary Baroque period.	He began to paint in a precise tenebrist style, later developing a freer manner characterized by bold brushwork. In addition to numerous renditions of scenes of historical and cultural significance, he painted scores of portraits of the Spanish royal family and commoners, culminating in his masterpiece _ Las Meninas _ (1656).	He was an individualistic artist of the contemporary Baroque period.	He began to paint in a precise tenebrist style, later developing a freer manner characterized by bold brushwork.
wiki_447	0044_Diego Velázquez	wikipedia	NA	English	NA	precedence,conjunction	conjunction+precedence	y	y	10	0.4	synchronous:0; precedence:0.4; succession:0.1; reason:0; result:0.4; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	precedence	result;precedence	result;precedence	Diego Rodríguez de Silva y Velázquez (baptized June 6, 1599 – August 6, 1660) was a Spanish painter, the leading artist in the court of King Philip IV and of the Spanish Golden Age. He was an individualistic artist of the contemporary Baroque period. He began to paint in a precise tenebrist style, later developing a freer manner characterized by bold brushwork. In addition to numerous renditions of scenes of historical and cultural significance, he painted scores of portraits of the Spanish royal family and commoners, culminating in his masterpiece _ Las Meninas _ (1656). Velázquez's artwork became a model for 19th century realist and impressionist painters.	In the 20th century, artists such as Pablo Picasso, Salvador Dalí and Francis Bacon paid tribute to Velázquez by re- interpreting some of his most iconic images.	Velázquez's artwork became a model for 19th century realist and impressionist painters.	In the 20th century, artists such as Pablo Picasso, Salvador Dalí and Francis Bacon paid tribute to Velázquez by re- interpreting some of his most iconic images.
