itemid	datasource	genre	subgenre	orig_lang	speaker_id	reflabel	observations	maxagree	majority_softlabel	majoritylabel_sampled	majority_distrlabel20	majority_distrlabel40	arg1	arg2	sent1	sent2
original_en_batch_22_item_11	europarl-original-en-ep-00-03-13.txt	europarl	NA	English	<SPEAKER ID=44 NAME=\"Chichester\">	NA	11	0.3636363636	synchronous:0; precedence:0; succession:0; reason:0.09090909090909091; result:0.09090909090909091; arg1-as-cond:0; arg2-as-cond:0.09090909090909091; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.18181818181818182; similarity:0; conjunction:0.36363636363636365; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.09090909090909091; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0.09090909090909091	conjunction	conjunction	conjunction	I welcome the new strategic goal of making Europe the most dynamic and competitive area.	Who could challenge such an ambition? I have to say, however, that dynamism and entrepreneurship as well as social cohesion are a very ambitious target, not to mention the creative tension between those two objectives.	I welcome the new strategic goal of making Europe the most dynamic and competitive area.	Who could challenge such an ambition?
original_en_batch_22_item_12	europarl-original-en-ep-00-03-13.txt	europarl	NA	English	<SPEAKER ID=44 NAME=\"Chichester\">	NA	11	0.2727272727	synchronous:0; precedence:0; succession:0; reason:0; result:0.2727272727272727; arg1-as-cond:0.09090909090909091; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.18181818181818182; arg2-as-denier:0.09090909090909091; contrast:0.09090909090909091; similarity:0; conjunction:0.2727272727272727; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	result;conjunction	conjunction	Who could challenge such an ambition? I have to say, however, that dynamism and entrepreneurship as well as social cohesion are a very ambitious target, not to mention the creative tension between those two objectives.	I hope that we will achieve them, but I sound a warning note.	I have to say, however, that dynamism and entrepreneurship as well as social cohesion are a very ambitious target, not to mention the creative tension between those two objectives.	I hope that we will achieve them, but I sound a warning note.
original_en_batch_22_item_13	europarl-original-en-ep-00-03-13.txt	europarl	NA	English	<SPEAKER ID=85 NAME=\"Watts\">	NA	11	0.6363636364	synchronous:0; precedence:0; succession:0; reason:0; result:0.6363636363636364; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.09090909090909091; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2727272727272727; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;arg2-as-detail	result	Mr President, every day five million items of solid waste are thrown overboard from ships.	This rubbish drifts across the seas and ends up on beaches, severely damaging the environment and marine life. As a result one million birds and a hundred thousand marine mammals and sea turtles are killed each year.	Mr President, every day five million items of solid waste are thrown overboard from ships.	This rubbish drifts across the seas and ends up on beaches, severely damaging the environment and marine life.
original_en_batch_22_item_14	europarl-original-en-ep-00-03-13.txt	europarl	NA	English	<SPEAKER ID=85 NAME=\"Watts\">	NA	11	0.4545454545	synchronous:0; precedence:0; succession:0; reason:0; result:0.45454545454545453; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0.09090909090909091; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.18181818181818182; disjunction:0.09090909090909091; arg1-as-instance:0.18181818181818182; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result	result	This rubbish drifts across the seas and ends up on beaches, severely damaging the environment and marine life. As a result one million birds and a hundred thousand marine mammals and sea turtles are killed each year.	The MARPOL Convention aims to prevent pollution from ships but legislation is clearly necessary to ensure the convention is enforced.	As a result one million birds and a hundred thousand marine mammals and sea turtles are killed each year.	The MARPOL Convention aims to prevent pollution from ships but legislation is clearly necessary to ensure the convention is enforced.
original_en_batch_22_item_19	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=19 NAME=\"Clegg\">	NA	11	0.2727272727	synchronous:0.09090909090909091; precedence:0; succession:0; reason:0; result:0.18181818181818182; arg1-as-cond:0.18181818181818182; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.09090909090909091; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2727272727272727; disjunction:0; arg1-as-instance:0.09090909090909091; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.09090909090909091; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction	conjunction	The annual legislative programme is the most concrete manifestation of the European Commission's key constitutional and political power, namely the exclusive right of initiative.	Such power must at all times be rigorously justified and clearly explained. Yet this year's work programme, as in all previous years, does not provide detailed justification for each of the multitude of new measures proposed.	The annual legislative programme is the most concrete manifestation of the European Commission's key constitutional and political power, namely the exclusive right of initiative.	Such power must at all times be rigorously justified and clearly explained.
original_en_batch_22_item_20	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=19 NAME=\"Clegg\">	NA	11	0.1818181818	synchronous:0; precedence:0; succession:0; reason:0.09090909090909091; result:0.09090909090909091; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.09090909090909091; arg2-as-denier:0.09090909090909091; contrast:0.18181818181818182; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.09090909090909091; arg1-as-detail:0; arg2-as-detail:0.18181818181818182; equivalence:0.09090909090909091; arg1-as-manner:0; arg2-as-manner:0.09090909090909091; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	contrast	contrast	contrast	Such power must at all times be rigorously justified and clearly explained. Yet this year's work programme, as in all previous years, does not provide detailed justification for each of the multitude of new measures proposed.	A 15-page general summary does not exactly do justice to the 500 initiatives cited in the annex.	Yet this year's work programme, as in all previous years, does not provide detailed justification for each of the multitude of new measures proposed.	A 15-page general summary does not exactly do justice to the 500 initiatives cited in the annex.
original_en_batch_23_item_01	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=32 NAME=\"Hughes\">	NA	11	0.2727272727	synchronous:0.09090909090909091; precedence:0; succession:0.09090909090909091; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.09090909090909091; contrast:0.2727272727272727; similarity:0; conjunction:0.2727272727272727; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.09090909090909091; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0.1; differentcon:0; norel:0	conjunction	contrast;conjunction	conjunction	Mr President, it is interesting that Mr Prodi has presented today a work programme; however, our agenda says that we are having a debate on a legislative programme.	Looking at it from the point of view of social and employment policy we certainly do not have a legislative programme before us.	Mr President, it is interesting that Mr Prodi has presented today a work programme; however, our agenda says that we are having a debate on a legislative programme.	Looking at it from the point of view of social and employment policy we certainly do not have a legislative programme before us.
original_en_batch_23_item_04	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=57 NAME=\"Davies\">	NA	12	0.5	synchronous:0; precedence:0; succession:0; reason:0.08333333333333333; result:0.25; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.08333333333333333; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.08333333333333333; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;result	conjunction	It is wonderful, but millions of people in Europe also enjoy the British product. None of them come to any harm in the process.	Whatever its content they are happy to call this product chocolate.	None of them come to any harm in the process.	Whatever its content they are happy to call this product chocolate.
original_en_batch_23_item_05	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=65 NAME=\"Bushill-Matthews\">	NA	10	0.3	synchronous:0; precedence:0; succession:0; reason:0.1; result:0.3; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.1; contrast:0.2; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	contrast;result	result	A number of papers have been circulated to Members before this particular debate, and I would just like to highlight one from the rapporteur where he says that the only beneficiaries of the entry into force of the text proposed by the Council will be the chocolate multinationals.	Whilst I respect the commitment of the rapporteur to his cause, I suggest to the House that is nonsense. This is not just a matter for big business : it is of great concern to little consumers, millions of them throughout the EU who wish for and deserve the right to choose, without having pejorative labelling applied to the product.	A number of papers have been circulated to Members before this particular debate, and I would just like to highlight one from the rapporteur where he says that the only beneficiaries of the entry into force of the text proposed by the Council will be the chocolate multinationals.	Whilst I respect the commitment of the rapporteur to his cause, I suggest to the House that is nonsense.
original_en_batch_23_item_06	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=65 NAME=\"Bushill-Matthews\">	NA	11	0.6363636364	synchronous:0.09090909090909091; precedence:0; succession:0; reason:0.18181818181818182; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.09090909090909091; similarity:0; conjunction:0.6363636363636364; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction	conjunction	A number of papers have been circulated to Members before this particular debate, and I would just like to highlight one from the rapporteur where he says that the only beneficiaries of the entry into force of the text proposed by the Council will be the chocolate multinationals. Whilst I respect the commitment of the rapporteur to his cause, I suggest to the House that is nonsense.	This is not just a matter for big business : it is of great concern to little consumers, millions of them throughout the EU who wish for and deserve the right to choose, without having pejorative labelling applied to the product.	Whilst I respect the commitment of the rapporteur to his cause, I suggest to the House that is nonsense.	This is not just a matter for big business : it is of great concern to little consumers, millions of them throughout the EU who wish for and deserve the right to choose, without having pejorative labelling applied to the product.
original_en_batch_23_item_15	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=105 NAME=\"MacCormick\">	NA	11	0.4545454545	synchronous:0; precedence:0; succession:0; reason:0.2727272727272727; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.45454545454545453; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2727272727272727; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;arg2-as-detail;reason	conjunction	Mr President, I should like to express my substantial agreement with the point just made by Mr Napolitano.	It is, when you think of it, odd to suppose that great institutions of this kind could be thought capable of existing without some constitution. Manifestly we do exist and therefore manifestly we already have some kind of a constitution.	Mr President, I should like to express my substantial agreement with the point just made by Mr Napolitano.	It is, when you think of it, odd to suppose that great institutions of this kind could be thought capable of existing without some constitution.
original_en_batch_23_item_16	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=105 NAME=\"MacCormick\">	NA	11	0.4545454545	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0.09090909090909091; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.09090909090909091; arg1-as-denier:0; arg2-as-denier:0.09090909090909091; contrast:0; similarity:0; conjunction:0.45454545454545453; disjunction:0; arg1-as-instance:0.09090909090909091; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0.18181818181818182	conjunction	conjunction	conjunction	It is, when you think of it, odd to suppose that great institutions of this kind could be thought capable of existing without some constitution. Manifestly we do exist and therefore manifestly we already have some kind of a constitution.	The question is : do we have an adequate constitution and what kind of constitution do we want? To say we need a constitution is not to say that the European Union should have the constitution of a state, for the Union is not a state and is not about to become one.	Manifestly we do exist and therefore manifestly we already have some kind of a constitution.	The question is : do we have an adequate constitution and what kind of constitution do we want?
original_en_batch_23_item_18	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=120 NAME=\"Inglewood\">	NA	11	0.2727272727	synchronous:0.09090909090909091; precedence:0; succession:0; reason:0; result:0.18181818181818182; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.09090909090909091; arg2-as-denier:0; contrast:0.18181818181818182; similarity:0; conjunction:0.2727272727272727; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.18181818181818182; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction	conjunction	Mr President, the lawful object of the Charter of Rights is to protect the legitimate rights, expectations and aspirations of the citizen against the oppressive behaviour of government, business or other citizens; and it is, of course, right that people should be thus safeguarded in respect of the European institutions and their activities. However, having said that, the crucial matter is not the existence of a Charter but the proper safeguarding of the citizen, and the means by which the citizen achieves such protection today vary from Member State to Member State.	In view of the Community's normal legislative practice, I am somewhat surprised that it was not felt that this should be achieved by going with the grain of the established legal and administrative mechanisms of each Member State.	However, having said that, the crucial matter is not the existence of a Charter but the proper safeguarding of the citizen, and the means by which the citizen achieves such protection today vary from Member State to Member State.	In view of the Community's normal legislative practice, I am somewhat surprised that it was not felt that this should be achieved by going with the grain of the established legal and administrative mechanisms of each Member State.
original_en_batch_23_item_19	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=122 NAME=\"Scallon\">	NA	11	0.3636363636	synchronous:0.18181818181818182; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0.09090909090909091; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.09090909090909091; contrast:0.09090909090909091; similarity:0; conjunction:0.36363636363636365; disjunction:0; arg1-as-instance:0.09090909090909091; arg2-as-instance:0.09090909090909091; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction	conjunction	It is clear that there is a great fear among many people, particularly the people who elected me, that this Charter will override national constitutions, in particular as regards the support and protection of fundamental institutions such as family, marriage and the protection of life, born and unborn.	It is good to remember that Europe has shared a common position throughout its history regarding the importance of supporting and protecting family and marriage. This is enshrined in all our constitutions as well as the constitutions of those accession countries joining the European Union in enlargement.	It is clear that there is a great fear among many people, particularly the people who elected me, that this Charter will override national constitutions, in particular as regards the support and protection of fundamental institutions such as family, marriage and the protection of life, born and unborn.	It is good to remember that Europe has shared a common position throughout its history regarding the importance of supporting and protecting family and marriage.
original_en_batch_23_item_20	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=122 NAME=\"Scallon\">	NA	11	0.6363636364	synchronous:0; precedence:0; succession:0; reason:0.09090909090909091; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.6363636363636364; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.18181818181818182; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.09090909090909091; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction	conjunction	It is clear that there is a great fear among many people, particularly the people who elected me, that this Charter will override national constitutions, in particular as regards the support and protection of fundamental institutions such as family, marriage and the protection of life, born and unborn. It is good to remember that Europe has shared a common position throughout its history regarding the importance of supporting and protecting family and marriage.	This is enshrined in all our constitutions as well as the constitutions of those accession countries joining the European Union in enlargement. I can show you the constitutions of post- communist states in which the family and marriage is protected.	It is good to remember that Europe has shared a common position throughout its history regarding the importance of supporting and protecting family and marriage.	This is enshrined in all our constitutions as well as the constitutions of those accession countries joining the European Union in enlargement.
original_en_batch_24_item_01	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=122 NAME=\"Scallon\">	NA	11	0.5454545455	synchronous:0; precedence:0; succession:0; reason:0; result:0.09090909090909091; arg1-as-cond:0.09090909090909091; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.5454545454545454; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2727272727272727; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg2-as-instance;conjunction	conjunction	It is good to remember that Europe has shared a common position throughout its history regarding the importance of supporting and protecting family and marriage. This is enshrined in all our constitutions as well as the constitutions of those accession countries joining the European Union in enlargement.	I can show you the constitutions of post- communist states in which the family and marriage is protected.	This is enshrined in all our constitutions as well as the constitutions of those accession countries joining the European Union in enlargement.	I can show you the constitutions of post- communist states in which the family and marriage is protected.
original_en_batch_24_item_02	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=128 NAME=\"Martin, David\">	NA	10	0.8	synchronous:0; precedence:0; succession:0; reason:0.8; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	reason	reason	Mr President, firstly I would like to welcome the Commission's approach in general to the IGC.	The fact that we are getting this rolling presentation of more detailed explanations of issues is very helpful. Secondly, I agree with the Commission that this is indeed an extremely delicate issue. Taxation and social security get to what Mrs Thatcher used to call the nooks and crannies of everyday life. It is something that affects Member States and their people in a very sensitive way and we have to be careful before the Community moves into these fields.	Mr President, firstly I would like to welcome the Commission's approach in general to the IGC.	The fact that we are getting this rolling presentation of more detailed explanations of issues is very helpful.
original_en_batch_24_item_03	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=128 NAME=\"Martin, David\">	NA	10	0.3	synchronous:0; precedence:0; succession:0.1; reason:0; result:0.3; arg1-as-cond:0.1; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	conjunction;result	result	Secondly, I agree with the Commission that this is indeed an extremely delicate issue. Taxation and social security get to what Mrs Thatcher used to call the nooks and crannies of everyday life. It is something that affects Member States and their people in a very sensitive way and we have to be careful before the Community moves into these fields.	From what I hear, the Commission has got it more or less right and I would like to put a couple of questions for the sake of clarity.	It is something that affects Member States and their people in a very sensitive way and we have to be careful before the Community moves into these fields.	From what I hear, the Commission has got it more or less right and I would like to put a couple of questions for the sake of clarity.
original_en_batch_24_item_04	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=131 NAME=\"Helmer\">	NA	10	0.3	synchronous:0; precedence:0; succession:0; reason:0.3; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.2; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	contrast;conjunction;arg2-as-detail;reason	conjunction	Thank you very much, Commissioner, for your comments. I do not understand your assertion that there will be no transfer of powers.	If you are increasing qualified majority voting and therefore taking away the national veto, you are effectively transferring powers from the nation state to the European institutions.	I do not understand your assertion that there will be no transfer of powers.	If you are increasing qualified majority voting and therefore taking away the national veto, you are effectively transferring powers from the nation state to the European institutions.
original_en_batch_24_item_05	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=137 NAME=\"Balfe\">	NA	10	0.4	synchronous:0.1; precedence:0.1; succession:0; reason:0; result:0.3; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0.4; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg1-as-instance	arg1-as-instance;result	arg1-as-instance	Thank you, Commissioner, for your statement. I am sure that none of us here will object to fraud and tax evasion being tackled but I must say that it is necessary to maintain the confidence of citizens in the Union, and I think that many Member State governments will be wishing to look very carefully at any extension of QMV before agreeing to it. It does strike very much at the heart of what is perceived as the national ability to conduct one's affairs. I am thinking in particular of things such as the withholding tax, which it would have been quite unacceptable to have subjected to a QMV regime.	I hope those points will be borne in mind when you look at the practicality of getting the package through. We are very happy to combat fraud and tax evasion and to improve social security legislation, but there are some points where there will be difficulty in convincing all the Member States to follow.	I am thinking in particular of things such as the withholding tax, which it would have been quite unacceptable to have subjected to a QMV regime.	I hope those points will be borne in mind when you look at the practicality of getting the package through.
original_en_batch_24_item_06	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=137 NAME=\"Balfe\">	NA	10	0.4	synchronous:0; precedence:0; succession:0; reason:0.1; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.1; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg2-as-instance;conjunction;arg2-as-detail	conjunction	I am thinking in particular of things such as the withholding tax, which it would have been quite unacceptable to have subjected to a QMV regime. I hope those points will be borne in mind when you look at the practicality of getting the package through.	We are very happy to combat fraud and tax evasion and to improve social security legislation, but there are some points where there will be difficulty in convincing all the Member States to follow.	I hope those points will be borne in mind when you look at the practicality of getting the package through.	We are very happy to combat fraud and tax evasion and to improve social security legislation, but there are some points where there will be difficulty in convincing all the Member States to follow.
original_en_batch_24_item_07	europarl-original-en-ep-00-03-14.txt	europarl	NA	English	<SPEAKER ID=144 NAME=\"Patten\">	NA	10	0.7	synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.7; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;conjunction	arg2-as-detail	The Commission confirms the position expressed by the chef de cabinet of the Commissioner for Agriculture and Fisheries on 11 January in response to a letter from Mr Galland on behalf of the coordination committee of the Sahrawi support organisation.	That position recalled that the fisheries agreement which expired in November 1999 applied to Morocco's fishing zone which is defined as waters over which Morocco has sovereignty or jurisdiction. This definition does not in any way affect the status of Western Sahara and its coastal waters.	The Commission confirms the position expressed by the chef de cabinet of the Commissioner for Agriculture and Fisheries on 11 January in response to a letter from Mr Galland on behalf of the coordination committee of the Sahrawi support organisation.	That position recalled that the fisheries agreement which expired in November 1999 applied to Morocco's fishing zone which is defined as waters over which Morocco has sovereignty or jurisdiction.
